sample	line_order	tissue	tissue_label	tissue_color	qscore	density
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	31.641830320315645	0.00562717338484645
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	31.691879240553277	0.005531383994655716
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	31.741928160790906	0.005468523215674025
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	31.791977081028538	0.005445626658059974
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	31.84202600126617	0.0054680566535629345
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	31.8920749215038	0.005539431068365238
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	31.94212384174143	0.0056616569471060986
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	31.992172761979063	0.005835048528720374
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.04222168221669	0.0060585059616007015
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.09227060245432	0.0063297284405725756
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.142319522691956	0.006645433876827517
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.192368442929585	0.007001558085296009
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.24241736316721	0.007393411635581151
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.29246628340485	0.00781578297574444
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.34251520364248	0.008262991485071675
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.392564123880106	0.00872891094621862
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.442613044117735	0.009206998144436294
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.49266196435537	0.00969036810206145
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.542710884593	0.010171953238997835
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.592759804830635	0.010644767555342707
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.642808725068264	0.011102271210113595
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.69285764530589	0.011538801233514981
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.74290656554352	0.011950008061326563
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.79295548578116	0.01233322252588976
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.843004406018785	0.012687679070229864
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.893053326256414	0.013014539631155132
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.94310224649405	0.013316695792959634
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	32.99315116673168	0.013598367560540725
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.04320008696931	0.013864556413349088
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.09324900720694	0.014120439266085498
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.14329792744457	0.014370801977574744
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.1933468476822	0.014619603385400677
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.243395767919836	0.01486973518369057
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.293444688157464	0.015123004862558367
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.34349360839509	0.015380326424330515
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.39354252863272	0.015642065345870072
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.44359144887036	0.015908457715343313
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.493640369107986	0.01618001341417072
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.54368928934562	0.016457820927463843
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.59373820958325	0.016743694543419948
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.64378712982088	0.017040138035314383
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.69383605005851	0.017350135250048183
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.74388497029614	0.017676809858691446
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.79393389053377	0.018023017622798013
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.8439828107714	0.018390941280254588
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.894031731009036	0.01878175034836457
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.944080651246665	0.019195368959081898
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	33.994129571484294	0.019630369963741217
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	34.04417849172192	0.020083989597544306
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	34.09422741195956	0.02055223972554772
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	34.14427633219719	0.021030087419719474
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	34.19432525243482	0.02151167441678582
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	34.24437417267245	0.02199055889747799
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	34.29442309291008	0.022459974087547126
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	34.34447201314771	0.022913107233114304
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	34.394520933385344	0.023343404824794637
GTOP-CJ092-4023-LN-M6LH	0	Heart_Tricuspid_Valve	Heart tricuspid valve	#9F98BF	34.44456985362297	0.023744904452470565
