x_left	x_right	x_width	x_center	raw_x_center	count	y	status
0.9030899869919436	0.9987618649465634	0.0956718779546198	0.9509259259692536	8.931531329716641	1	0.0	filtered
0.9987618649465634	1.0944337429011832	0.0956718779546198	1.0465978039238732	11.132630734854962	2	0.3010299956639812	filtered
1.0944337429011832	1.190105620855803	0.0956718779546197	1.142269681878493	13.876172237820414	5	0.6989700043360189	filtered
1.190105620855803	1.2857774988104227	0.0956718779546197	1.237941559833113	17.29583604806117	91	1.9590413923210936	filtered
1.2857774988104227	1.3814493767650426	0.0956718779546199	1.333613437787733	21.55824671778505	223	2.3483048630481607	filtered
1.3814493767650426	1.4771212547196624	0.0956718779546197	1.4292853157423524	26.871091993092087	365	2.562292864456474	filtered
1.4771212547196624	1.5760155764543444	0.098894321734682	1.5265684155870034	33.61773238010062	960	2.9822712330395684	passed
1.5760155764543444	1.6749098981890265	0.098894321734682	1.6254627373216854	42.21460571596797	1715	3.2342641243787895	passed
1.6749098981890265	1.7738042199237083	0.098894321734682	1.7243570590563675	53.00990904459397	3474	3.54082981411108	passed
1.7738042199237083	1.8726985416583903	0.098894321734682	1.8232513807910495	66.56583448446621	5917	3.772101569277012	passed
1.8726985416583903	1.9715928633930728	0.098894321734682	1.9221457025257316	83.58834037775496	9907	3.9959421629925505	passed
1.9715928633930728	2.070487185127755	0.0988943217346822	2.021040024260414	104.96391581687315	13750	4.138302698166282	passed
2.070487185127755	2.169381506862437	0.098894321734682	2.119934345995096	131.80574675632215	18490	4.266936911159173	passed
2.169381506862437	2.268275828597119	0.098894321734682	2.218828667729778	165.5116879242707	21379	4.329987387278803	passed
2.268275828597119	2.367170150331801	0.098894321734682	2.31772298946446	207.83705956453065	21105	4.324385356490427	passed
2.367170150331801	2.466064472066483	0.098894321734682	2.416617311199142	260.98606007930124	18942	4.277425832275861	passed
2.466064472066483	2.564958793801165	0.098894321734682	2.515511632933824	327.7265551121224	16763	4.224351745013417	passed
2.564958793801165	2.663853115535847	0.098894321734682	2.614405954668506	411.53422099641585	13085	4.1167737269759	passed
2.663853115535847	2.762747437270529	0.098894321734682	2.713300276403188	516.7735491961733	11014	4.041945072145264	passed
2.762747437270529	2.8616417590052112	0.098894321734682	2.81219459813787	648.9251379926816	7804	3.89231726072248	passed
2.8616417590052112	2.9605360807398933	0.098894321734682	2.911088919872552	814.8711081939775	5550	3.744292983122676	passed
2.9605360807398933	3.0594304024745753	0.098894321734682	3.0099832416072343	1023.2535065959638	4317	3.635182048656268	passed
3.0594304024745753	3.158324724209258	0.098894321734682	3.1088775633419163	1284.924361941778	3686	3.566555330883055	passed
3.158324724209258	3.2572190459439394	0.098894321734682	3.2077718850765984	1613.510831156528	3032	3.481729196960016	passed
3.2572190459439394	3.3561133676786215	0.098894321734682	3.3066662068112804	2026.1248672452168	2380	3.376576957056512	passed
3.3561133676786215	3.4550076894133035	0.098894321734682	3.4055605285459625	2544.254366564707	1687	3.2271150825891253	passed
3.4550076894133035	3.5539020111479855	0.098894321734682	3.5044548502806445	3194.882204167796	1073	3.030599721965951	passed
3.5539020111479855	3.652796332882667	0.098894321734682	3.6033491720153266	4011.891433752394	449	2.6522463410033232	passed
3.652796332882667	3.7516906546173496	0.098894321734682	3.7022434937500086	5037.829831478354	130	2.113943352306837	passed
3.7516906546173496	3.8505849763520312	0.0988943217346816	3.80113781548469	6326.125676635044	23	1.3617278360175928	passed
