sample	tissue	tissue_label	tissue_color	mapped_mean_length
GTOP-AJ141-2099-LN-7RT0	Adrenal_Gland	Adrenal gland	#A8D650	1560.556858360275
GTOP-CF201-2099-LN-29BV	Adrenal_Gland	Adrenal gland	#A8D650	1133.2367469268042
GTOP-BE161-1710-LN-OIX3	Esophagus	Esophagus	#AF8C5C	1334.9770464080102
GTOP-AJ221-1710-LN-BC49	Esophagus	Esophagus	#AF8C5C	1231.7163119529955
GTOP-AK091-1710-LN-GV2U	Esophagus	Esophagus	#AF8C5C	1678.2114027998416
GTOP-AK231-1710-LN-PM9Z	Esophagus	Esophagus	#AF8C5C	1775.1928231250445
GTOP-AK112-1710-LN-JIC2	Esophagus	Esophagus	#AF8C5C	1720.8729321676828
GTOP-CB271-1710-LN-CZ7Q	Esophagus	Esophagus	#AF8C5C	1213.90261734282
GTOP-BB201-1710-LN-Q6TK	Esophagus	Esophagus	#AF8C5C	1984.603301727601
GTOP-CK031-1710-LN-BX1M	Esophagus	Esophagus	#AF8C5C	1598.0689548770174
GTOP-BH131-1710-LN-MU4U	Esophagus	Esophagus	#AF8C5C	1350.764326499487
GTOP-CC241-1710-LN-2QA5	Esophagus	Esophagus	#AF8C5C	1167.963597695932
GTOP-CC311-5156-LN-UC02	Lung_Apex	Lung apex	#76ADB8	1146.6058903383398
GTOP-CG041-5156-LN-75CF	Lung_Apex	Lung apex	#76ADB8	897.8752595440483
GTOP-CC241-5156-LN-N083	Lung_Apex	Lung apex	#76ADB8	1308.2995716238072
GTOP-CC201-5156-LN-3MVY	Lung_Apex	Lung apex	#76ADB8	1152.4967686793443
GTOP-CC311-4002-LN-M5OW	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1296.3050674859037
GTOP-BB202-4002-LN-9XH4	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1348.7356697957237
GTOP-CG071-4002-LN-E1ES	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1457.502093732451
GTOP-CD021-4002-LN-6XQK	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1141.6473867007028
GTOP-CB271-4002-LN-F4Z7	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1307.7666008610972
GTOP-CG041-4002-LN-9L7Z	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1444.3377247532962
GTOP-CL171-4002-LN-1NA8	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1239.1707664132873
GTOP-CC241-4002-LN-7E3Z	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1076.284349097749
GTOP-CI301-4002-LN-SD84	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1446.9863803855344
GTOP-AK091-4002-LN-K2CP	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1001.4852198550184
GTOP-CK031-4002-LN-3IEX	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1480.545104447823
GTOP-BH131-4002-LN-W126	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1513.2859239315355
GTOP-AK112-4002-LN-253Y	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1196.660462529886
GTOP-BB201-4002-LN-Z5WK	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1503.2773472132135
GTOP-AJ221-4002-LN-39L6	Heart_Left_Ventricle	Heart left ventricle	#9C5CA1	1401.264858959894
GTOP-CG261-4151-LN-OVW1	Abdominal_Aorta	Abdominal aorta	#cbc5d3	1286.154232751838
GTOP-CF301-4151-LN-WSZ0	Abdominal_Aorta	Abdominal aorta	#cbc5d3	1244.8429400962734
GTOP-BE161-5302-LN-LB1J	Trachea	Trachea	#D285A5	1325.9197878628138
GTOP-CC241-6235-LN-1J0W	Ovary	Ovary	#DF898D	1125.2689125685806
GTOP-CJ092-6235-LN-PE0V	Ovary	Ovary	#DF898D	1654.307476819394
GTOP-CH041-3170-LN-3NQR	Lymph_node	Lymph node	#ACAA95	1567.0904832332508
GTOP-CC201-3170-LN-A2ZW	Lymph_node	Lymph node	#ACAA95	1197.356873690029
GTOP-CA081-3170-LN-VK0A	Lymph_node	Lymph node	#ACAA95	1187.396864196515
GTOP-BL261-3170-LN-P4JY	Lymph_node	Lymph node	#ACAA95	1196.9982546528129
GTOP-BA231-4155-LN-ACR5	Aortic_Arch	Aortic arch	#758E90	1335.2859648422343
GTOP-CB271-4155-LN-A5YE	Aortic_Arch	Aortic arch	#758E90	1465.2751064269737
GTOP-AJ221-4155-LN-5B1V	Aortic_Arch	Aortic arch	#758E90	1314.0328504502347
GTOP-BF251-4155-LN-WJR6	Aortic_Arch	Aortic arch	#758E90	1499.4980887134625
GTOP-CB271-4155-LN-SJT3	Aortic_Arch	Aortic arch	#758E90	1293.6785900841885
GTOP-BB201-4155-LN-8S6G	Aortic_Arch	Aortic arch	#758E90	1315.527408213476
GTOP-CI221-6145-LN-J1HF	Uterus	Uterus	#E35656	1342.1246623165316
GTOP-CG041-6145-LN-W6Z6	Prostate	Prostate	#0CE3C3	1059.421479344399
GTOP-CG071-6145-LN-AYE3	Prostate	Prostate	#0CE3C3	1219.336677371908
GTOP-CJ151-6145-LN-FK77	Prostate	Prostate	#0CE3C3	1400.8641562998946
GTOP-CL111-6145-LN-D3UY	Prostate	Prostate	#0CE3C3	1383.7958419171584
GTOP-BK071-4150-LN-5E9V	Common_Iliac_Artery	Common iliac artery	#d0d1e6	1229.3125805329612
