long-read	short-read
112.68912427445466	19.381131
0.0	0.0
27.979626941809656	11.763647
4.932754510371285	4.592954
2.0912339454999573	1.657677
10.241471274852245	5.712327999999999
1152.1090960676413	475.762541
144.34666719478423	17.315583
32.25361630481585	16.98645
2.4458385983394235	2.902718
1.5992375381711592	0.590515
4.911217622518204	2.2785819999999997
14.527279378073349	3.4197610000000003
2.541324341097755	4.401467
0.0720454560109025	1.809012
6.035014863410948	7.185653
5.211205608371966	5.866306
122.75242057528924	98.729464
5.127101762133114	5.339864
2.0077697694618264	2.110638
40.68464376942224	14.953329
224.2376056322421	42.531045
121.5406483440919	36.989417
2.119614957950006	0.305507
0.0809975515250329	0.043278
0.0	0.008022
0.0	0.045439
5.154003598807326	1.89623
15.941277194363918	30.800037
8.447555726731709	4.196311
473.3737501395448	293.616032
72.97958852419228	26.534917
0.9982757383828552	0.463663
0.1068621587194731	0.231008
10.052051161717293	2.169984
2.263155152643295	1.132995
5.727297441341091	9.172305
3.219500749413983	3.745743
31.11002329239884	33.77453
157.61200114096866	71.103106
12.497843943296768	4.057246
14.926371052222446	19.996353
1.090831485671535	0.036534
26.54978886918595	92.775928
66.87983445483269	24.978799
0.9846350247114614	2.083458
163.7002794658915	26.082319
6.586392197255415	9.632443
52.00053218176396	32.239214
4.997656967983136	3.874215
16.33387632106645	12.887374
10.412451488423306	5.743299
10.28145777975959	9.065346
0.2549015784792862	0.4034
10.745695249967522	7.235530999999999
4.532516739399919	5.057416
44.38000090271599	4.290777
0.0	0.319664
25.677410488490647	40.842415
34.84933260480427	13.023156
0.1181265976043997	0.100997
0.1305188971838799	0.130822
0.0	0.167637
0.0	0.00294
22.967451137783392	20.249991
18.235581180122807	5.901483
10.82713536148652	14.107134
0.1534520336569691	0.103691
0.0	0.002477
20.308497957297064	3.487187
5.1418469978763035	4.773251
1.00394795968338	0.647427
3.3187387939301627	10.622857
5.736262411936275	3.578757
421.0351883651809	72.18141200000001
13.869992516649903	1.327205
0.0	0.0
0.0	6.682702
1.254254768059724	2.586227
0.0865407646623108	0.036053
0.7238148145725766	0.980391
1.7907299334234448	2.054056
12.768678848747696	3.995524
32.44158826552723	8.924063
0.2579821680122843	0.541124
50.70311655007103	7.099799
5.338768804701316	6.487541
1.5688055367055134	2.261412
4.1035985367473256	7.822263
1.6062788941259474	1.382635
10.310481788135306	3.773798
3.3679672719451124	10.19085
0.1236990536987941	0.588023
0.2878233889390784	0.120662
271.2426706732483	128.53001899999998
23.970562901458855	4.120205
2.689070384875993	0.945475
25.475064061190302	7.521531
87.42363637427619	39.094475
13.353847305682327	10.94979
74.63458808913835	18.245815
0.0	0.034737
20.514866187616963	12.322002
2.865528101074406	3.110454
4.9790119971218125	10.907817
13.635068560576787	11.829314
2.7292029709967913	6.699023
16.969553125995045	8.364619000000001
0.8974069114019269	2.360686
4.836925888403087	10.572951
137.4762132826951	44.83775
0.264302570461335	0.085711
0.76113493733164	0.175815
21.693160678490187	17.199478
5.048045069876384	10.248116
0.9074902145373296	0.015873
0.144755074205361	0.4496529999999999
6.670242797420972	2.871262
0.1054259702537672	0.063839
0.0	0.0
0.8249975106033334	1.6262839999999998
1.7039306096940396	0.050918
0.0	0.00445
0.3144491601724016	1.500655
