sample_id	level	correlation
CI222-4018	gene	0.7789641299426475
BB201-4019	gene	0.7964056349486796
AK091-4002	transcript	0.5530422245618608
AK231-4019	transcript	0.5874582871008738
CC201-5032	transcript	0.6028964925488194
CC311-4019	transcript	0.5851947368729662
CI301-4003	transcript	0.5738355020414969
CI231-0160	transcript	0.5881964496458312
AK112-1710	transcript	0.5453311221805485
CG071-4022	transcript	0.5694987420782541
BC181-1236	transcript	0.5532692296074079
CG261-3082	transcript	0.569824211242403
CI301-4002	transcript	0.5890799881297867
BL261-3170	transcript	0.4849312566688651
CA081-1856	transcript	0.5610700191002376
BF251-5032	transcript	0.6004492472685684
CK031-5032	transcript	0.5769915835928676
BK071-1856	transcript	0.5832633849069887
AJ211-1856	transcript	0.6088781958444627
CG091-0262	transcript	0.5855254713569485
CE141-1601	transcript	0.5721326878448562
CG041-5032	transcript	0.5492159562910253
CE141-1053	transcript	0.5645298616649963
CG041-4003	transcript	0.5730138485372098
CI251-1856	transcript	0.5555665355727017
BD201-0087	transcript	0.6099818037153255
AK091-4022	transcript	0.5629041120857756
CK031-1710	transcript	0.5485049465992038
BB202-5032	transcript	0.5227864865916179
CC311-1392	transcript	0.5895086152647422
CL171-4022	transcript	0.5790075412896948
CH101-1236	transcript	0.593593624742175
BC181-1053	transcript	0.5346377520638357
BH131-4022	transcript	0.5754644318018328
AK231-5032	transcript	0.5599730998893077
CC241-1470	transcript	0.5645458858882546
CB271-1601	transcript	0.5337354849262985
BC041-3082	transcript	0.5967893825249371
BK021-1053	transcript	0.5590963688390536
BA131-1053	transcript	0.5563760602675649
CB281-3082	transcript	0.5599163297642266
BA041-1108	transcript	0.5661568970364574
CG071-4003	transcript	0.5838417987144018
BA041-1236	transcript	0.5924910639615536
BE141-1856	transcript	0.5512361067837819
CC311-1470	transcript	0.6055671053489037
CK031-4003	transcript	0.5621229192581
CI301-4019	transcript	0.5080672175432507
CL141-0160	transcript	0.5708957894659153
AK231-4149	transcript	0.5965172598975368
CG041-6145	transcript	0.5656177395460692
CE141-0087	transcript	0.5835673859751805
AK091-0087	transcript	0.603461470398222
CD121-0262	transcript	0.5723946608637942
CG171-0087	transcript	0.5963620894320689
CF301-4151	transcript	0.5713629585438132
CC311-1584	transcript	0.6017863439332571
