x_left	x_right	x_width	x_center	raw_x_center	count	y
0.3010299956639812	0.5704033037481595	0.2693733080841783	0.4357166497060704	1.7271978742601068	2841	2841.0
0.5704033037481595	0.8397766118323378	0.2693733080841782	0.7050899577902486	4.070957349087338	2868	2868.0
0.8397766118323378	1.109149919916516	0.2693733080841782	0.9744632658744268	8.428948547871428	4110	4110.0
1.109149919916516	1.3785232280006945	0.2693733080841782	1.243836573958605	16.532206366201777	5907	5907.0
1.3785232280006945	1.6478965360848723	0.2693733080841782	1.5132098820427835	31.59942065719263	8541	8541.0
1.6478965360848723	1.9172698441690508	0.2693733080841782	1.7825831901269615	59.61542996854579	11257	11257.0
1.9172698441690508	2.186643152253229	0.269373308084178	2.0519564982111396	111.7084554326584	14544	14544.0
2.186643152253229	2.4560164603374073	0.2693733080841785	2.321329806295318	208.57033436218185	17400	17400.0
2.4560164603374073	2.7253897684215858	0.2693733080841785	2.5907031143794965	388.67551170921746	19006	19006.0
2.7253897684215858	2.994763076505764	0.269373308084178	2.860076422463675	723.5634497267001	18938	18938.0
2.994763076505764	3.264136384589942	0.269373308084178	3.1294497305478526	1346.2547719950476	17731	17731.0
3.264136384589942	3.5335096926741203	0.2693733080841785	3.398823038632031	2504.088300200722	15185	15185.0
3.5335096926741203	3.802883000758299	0.2693733080841785	3.6681963467162095	4656.966349237481	11826	11826.0
3.802883000758299	4.072256308842476	0.2693733080841776	3.937569654800387	8660.032231434821	8154	8154.0
4.072256308842476	4.341629616926655	0.2693733080841785	4.206942962884566	16103.341184481224	5031	5031.0
4.341629616926655	4.611002925010833	0.2693733080841785	4.476316270968744	29943.445194982665	2622	2622.0
4.611002925010833	4.880376233095012	0.2693733080841785	4.7456895790529225	55677.76312129966	1591	1591.0
4.880376233095012	5.14974954117919	0.2693733080841785	5.015062887137101	103528.2069207293	1121	1121.0
5.14974954117919	5.419122849263368	0.2693733080841776	5.284436195221279	192501.42075752805	849	849.0
5.419122849263368	5.688496157347546	0.2693733080841785	5.553809503305457	357938.3979699134	661	661.0
5.688496157347546	5.957869465431725	0.2693733080841785	5.823182811389636	665552.2544208473	311	311.0
5.957869465431725	6.227242773515902	0.2693733080841776	6.092556119473814	1237530.093203141	123	123.0
6.227242773515902	6.496616081600081	0.2693733080841785	6.361929427557992	2301066.8656769963	41	41.0
6.496616081600081	6.765989389684259	0.2693733080841785	6.63130273564217	4278609.332728131	21	21.0
6.765989389684259	7.035362697768438	0.2693733080841785	6.900676043726349	7955655.872354772	15	15.0
7.035362697768438	7.304736005852616	0.2693733080841785	7.170049351810527	14792763.787787797	2	2.0
7.304736005852616	7.574109313936794	0.2693733080841776	7.439422659894705	27505696.339363057	1	1.0
7.574109313936794	7.843482622020972	0.2693733080841785	7.708795967978883	51144149.33146666	3	3.0
7.843482622020972	8.11285593010515	0.2693733080841776	7.978169276063062	95097537.55192506	3	3.0
8.11285593010515	8.382229238189328	0.2693733080841785	8.24754258414724	176824558.21201992	1	1.0
