1358	HG03111	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1352	HG03099	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1359	HG03112	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1438	HG03370	ESN	0.000010	0.999958	0.000010	0.000010	0.000012
1365	HG03121	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1301	HG02979	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1422	HG03298	ESN	0.000010	0.999552	0.000010	0.000418	0.000010
1383	HG03168	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1435	HG03366	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1433	HG03354	ESN	0.000010	0.995834	0.000010	0.000010	0.004136
1386	HG03175	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1421	HG03297	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1379	HG03160	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1353	HG03100	ESN	0.000010	0.999958	0.000010	0.000010	0.000012
1416	HG03279	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1291	HG02947	ESN	0.000626	0.997033	0.002321	0.000010	0.000010
1436	HG03367	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1432	HG03352	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1360	HG03114	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1293	HG02953	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1488	HG03520	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1417	HG03280	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1487	HG03518	ESN	0.000010	0.999957	0.000011	0.000010	0.000013
1483	HG03511	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1284	HG02922	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1392	HG03198	ESN	0.000010	0.995161	0.004809	0.000010	0.000010
1290	HG02946	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1420	HG03295	ESN	0.001500	0.998470	0.000010	0.000010	0.000010
1374	HG03135	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1415	HG03271	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1424	HG03301	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1429	HG03342	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1300	HG02977	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1285	HG02923	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1296	HG02971	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1484	HG03514	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1289	HG02944	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1489	HG03521	ESN	0.000010	0.999959	0.000011	0.000010	0.000010
1287	HG02941	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1370	HG03129	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1437	HG03369	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1390	HG03195	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1294	HG02968	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1411	HG03265	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1393	HG03199	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1357	HG03109	ESN	0.000010	0.998791	0.000010	0.001179	0.000010
1439	HG03372	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1428	HG03313	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1482	HG03499	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1425	HG03303	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1362	HG03117	ESN	0.000010	0.998684	0.000010	0.001286	0.000010
1380	HG03162	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1371	HG03130	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1419	HG03294	ESN	0.000010	0.990267	0.000018	0.009695	0.000010
1412	HG03267	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1387	HG03189	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1434	HG03363	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1389	HG03193	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1377	HG03157	ESN	0.000010	0.999955	0.000014	0.000010	0.000011
1414	HG03270	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1297	HG02973	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1295	HG02970	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1368	HG03126	ESN	0.000010	0.999957	0.000010	0.000010	0.000013
1286	HG02938	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1361	HG03115	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1418	HG03291	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1431	HG03351	ESN	0.000010	0.999957	0.000010	0.000010	0.000013
1298	HG02974	ESN	0.000010	0.999955	0.000010	0.000010	0.000015
1299	HG02976	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1391	HG03196	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1363	HG03118	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1485	HG03515	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1288	HG02943	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1355	HG03105	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1427	HG03311	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1367	HG03124	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1426	HG03304	ESN	0.000010	0.998104	0.000010	0.000010	0.001866
1385	HG03172	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1378	HG03159	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1292	HG02952	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1354	HG03103	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1364	HG03120	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1373	HG03133	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1372	HG03132	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1413	HG03268	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1369	HG03127	ESN	0.000010	0.999960	0.000010	0.000010	0.000010
1500	HG03567	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1494	HG03556	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1336	HG03072	MSL	0.000010	0.993768	0.006202	0.000010	0.000010
1475	HG03478	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1338	HG03074	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1465	HG03457	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1478	HG03485	MSL	0.000010	0.997263	0.000010	0.000556	0.002161
1326	HG03054	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1473	HG03473	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1501	HG03571	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1344	HG03084	MSL	0.000010	0.993801	0.006169	0.000010	0.000010
1452	HG03428	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1331	HG03061	MSL	0.000019	0.999951	0.000010	0.000010	0.000010
1499	HG03565	MSL	0.000617	0.993445	0.000010	0.005918	0.000010
1456	HG03437	MSL	0.006798	0.992757	0.000426	0.000010	0.000010
1448	HG03397	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1492	HG03547	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1462	HG03451	MSL	0.000010	0.999400	0.000010	0.000010	0.000570
1446	HG03391	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1466	HG03458	MSL	0.000010	0.999958	0.000012	0.000010	0.000010
1472	HG03472	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1348	HG03091	MSL	0.000010	0.998252	0.000010	0.000010	0.001718
1347	HG03088	MSL	0.000010	0.993857	0.000010	0.000010	0.006113
1506	HG03583	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1470	HG03469	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1335	HG03069	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1337	HG03073	MSL	0.000010	0.992019	0.000955	0.002731	0.004284
1451	HG03419	MSL	0.000010	0.999847	0.000010	0.000010	0.000123
1504	HG03577	MSL	0.000382	0.998017	0.000010	0.001581	0.000010
1464	HG03455	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1341	HG03079	MSL	0.000010	0.999957	0.000013	0.000010	0.000010
1329	HG03058	MSL	0.000010	0.991664	0.008306	0.000010	0.000010
1343	HG03082	MSL	0.000010	0.999959	0.000010	0.000010	0.000011
1445	HG03388	MSL	0.002946	0.997024	0.000010	0.000010	0.000010
1463	HG03452	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1396	HG03212	MSL	0.000010	0.998418	0.001552	0.000010	0.000010
1477	HG03484	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1502	HG03572	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1459	HG03445	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1450	HG03410	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1505	HG03578	MSL	0.000010	0.996642	0.000010	0.003328	0.000010
1447	HG03394	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1457	HG03439	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1339	HG03077	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1495	HG03557	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1334	HG03066	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1330	HG03060	MSL	0.000010	0.996939	0.000010	0.000010	0.003031
1443	HG03382	MSL	0.005165	0.991987	0.002828	0.000010	0.000010
1497	HG03559	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1453	HG03432	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
