group	group_label	group_color	transcript_type	transcript_label	sample_size	mean_detection_ratio	incremental_detection_ratio
Lung_Base	Lung base	#AECBD1	novel	Novel	9	0.9618494235019246	0.042955789044404225
Lung_Base	Lung base	#AECBD1	novel	Novel	10	1.0	0.038150576498075406
Muscle	Muscle	#7080BD	known	Annotated	1	0.5129748373545696	0.5129748373545696
Muscle	Muscle	#7080BD	known	Annotated	2	0.6604058561268302	0.1474310187722606
Muscle	Muscle	#7080BD	known	Annotated	3	0.7431469511601635	0.08274109503333327
Muscle	Muscle	#7080BD	known	Annotated	4	0.804785081043009	0.06163812988284556
Muscle	Muscle	#7080BD	known	Annotated	5	0.8530885446295196	0.0483034635865105
Muscle	Muscle	#7080BD	known	Annotated	6	0.8912001405541214	0.03811159592460189
Muscle	Muscle	#7080BD	known	Annotated	7	0.924119499472102	0.03291935891798059
Muscle	Muscle	#7080BD	known	Annotated	8	0.9524595378774726	0.028340038405370582
Muscle	Muscle	#7080BD	known	Annotated	9	0.977489815068801	0.02503027719132833
Muscle	Muscle	#7080BD	known	Annotated	10	1.0	0.02251018493119905
Muscle	Muscle	#7080BD	novel	Novel	1	0.3423512911455957	0.3423512911455957
Muscle	Muscle	#7080BD	novel	Novel	2	0.5086742928681253	0.16632300172252956
Muscle	Muscle	#7080BD	novel	Novel	3	0.615812812192491	0.10713851932436569
Muscle	Muscle	#7080BD	novel	Novel	4	0.7011556547807231	0.0853428425882321
Muscle	Muscle	#7080BD	novel	Novel	5	0.7715661330441412	0.07041047826341817
Muscle	Muscle	#7080BD	novel	Novel	6	0.8291057643905184	0.057539631346377185
Muscle	Muscle	#7080BD	novel	Novel	7	0.8798283905964026	0.05072262620588419
Muscle	Muscle	#7080BD	novel	Novel	8	0.9240321613615802	0.044203770765177564
Muscle	Muscle	#7080BD	novel	Novel	9	0.9639456658467797	0.03991350448519948
Muscle	Muscle	#7080BD	novel	Novel	10	1.0	0.036054334153220347
Pancreas_Body	Pancreas body	#902222	known	Annotated	1	0.4886283260928615	0.4886283260928615
Pancreas_Body	Pancreas body	#902222	known	Annotated	2	0.6333310469668005	0.14470272087393904
Pancreas_Body	Pancreas body	#902222	known	Annotated	3	0.7218458563821918	0.08851480941539125
Pancreas_Body	Pancreas body	#902222	known	Annotated	4	0.7892898419746546	0.06744398559246279
Pancreas_Body	Pancreas body	#902222	known	Annotated	5	0.8402261722897968	0.05093633031514222
Pancreas_Body	Pancreas body	#902222	known	Annotated	6	0.8808068062590444	0.040580633969247604
Pancreas_Body	Pancreas body	#902222	known	Annotated	7	0.9168807957775084	0.03607398951846397
Pancreas_Body	Pancreas body	#902222	known	Annotated	8	0.949152827094576	0.032272031317067684
Pancreas_Body	Pancreas body	#902222	known	Annotated	9	0.97519748125913	0.026044654164553926
Pancreas_Body	Pancreas body	#902222	known	Annotated	10	1.0	0.024802518740870028
Pancreas_Body	Pancreas body	#902222	novel	Novel	1	0.3272349150513365	0.3272349150513365
Pancreas_Body	Pancreas body	#902222	novel	Novel	2	0.4857181781954797	0.15848326314414318
Pancreas_Body	Pancreas body	#902222	novel	Novel	3	0.595681543123156	0.10996336492767633
Pancreas_Body	Pancreas body	#902222	novel	Novel	4	0.6849148966971895	0.0892333535740335
Pancreas_Body	Pancreas body	#902222	novel	Novel	5	0.7562013509140885	0.07128645421689894
Pancreas_Body	Pancreas body	#902222	novel	Novel	6	0.8161291273771214	0.059927776463032933
Pancreas_Body	Pancreas body	#902222	novel	Novel	7	0.870080075325691	0.05395094794856958
Pancreas_Body	Pancreas body	#902222	novel	Novel	8	0.9194488012060924	0.04936872588040142
Pancreas_Body	Pancreas body	#902222	novel	Novel	9	0.9602676629560832	0.04081886174999083
Pancreas_Body	Pancreas body	#902222	novel	Novel	10	1.0	0.039732337043916766
Skin	Skin	#3A71A4	known	Annotated	1	0.4898610064259435	0.4898610064259435
Skin	Skin	#3A71A4	known	Annotated	2	0.6370877967738949	0.14722679034795144
Skin	Skin	#3A71A4	known	Annotated	3	0.7268560855275649	0.08976828875366993
Skin	Skin	#3A71A4	known	Annotated	4	0.7898382944669541	0.06298220893938922
Skin	Skin	#3A71A4	known	Annotated	5	0.8419134230831696	0.05207512861621555
Skin	Skin	#3A71A4	known	Annotated	6	0.8826825852938056	0.04076916221063598
Skin	Skin	#3A71A4	known	Annotated	7	0.919178173928514	0.036495588634708365
Skin	Skin	#3A71A4	known	Annotated	8	0.9482496664303286	0.029071492501814622
Skin	Skin	#3A71A4	known	Annotated	9	0.9751708917144326	0.02692122528410401
Skin	Skin	#3A71A4	known	Annotated	10	1.0	0.02482910828556739
Skin	Skin	#3A71A4	novel	Novel	1	0.3284521590753262	0.3284521590753262
Skin	Skin	#3A71A4	novel	Novel	2	0.4914330109004236	0.16298085182509736
Skin	Skin	#3A71A4	novel	Novel	3	0.6037017687349511	0.1122687578345275
Skin	Skin	#3A71A4	novel	Novel	4	0.6882449032222415	0.08454313448729045
Skin	Skin	#3A71A4	novel	Novel	5	0.7610763802045641	0.07283147698232262
Skin	Skin	#3A71A4	novel	Novel	6	0.8209088331540405	0.05983245294947637
Skin	Skin	#3A71A4	novel	Novel	7	0.8750298608172652	0.054121027663224686
Skin	Skin	#3A71A4	novel	Novel	8	0.9194085557658904	0.04437869494862523
Skin	Skin	#3A71A4	novel	Novel	9	0.9611911224434584	0.04178256667756797
Skin	Skin	#3A71A4	novel	Novel	10	1.0	0.03880887755654161
Spleen	Spleen	#768454	known	Annotated	1	0.5139011962582125	0.5139011962582125
Spleen	Spleen	#768454	known	Annotated	2	0.6570775318692605	0.14317633561104803
Spleen	Spleen	#768454	known	Annotated	3	0.7412866735881247	0.08420914171886418
Spleen	Spleen	#768454	known	Annotated	4	0.8037843499272594	0.06249767633913472
Spleen	Spleen	#768454	known	Annotated	5	0.8525010409405035	0.04871669101324405
Spleen	Spleen	#768454	known	Annotated	6	0.8920251288064074	0.03952408786590389
Spleen	Spleen	#768454	known	Annotated	7	0.9261012073211724	0.03407607851476502
Spleen	Spleen	#768454	known	Annotated	8	0.9540591631592158	0.02795795583804339
Spleen	Spleen	#768454	known	Annotated	9	0.9785662920151564	0.02450712885594064
Spleen	Spleen	#768454	known	Annotated	10	1.0	0.021433707984843564
Spleen	Spleen	#768454	novel	Novel	1	0.3531419850730579	0.3531419850730579
Spleen	Spleen	#768454	novel	Novel	2	0.514312695384553	0.16117071031149516
Spleen	Spleen	#768454	novel	Novel	3	0.6201947722847542	0.10588207690020113
Spleen	Spleen	#768454	novel	Novel	4	0.7048063361054825	0.08461156382072832
Spleen	Spleen	#768454	novel	Novel	5	0.7738915424736014	0.06908520636811888
Spleen	Spleen	#768454	novel	Novel	6	0.8313184204949804	0.057426878021379024
Spleen	Spleen	#768454	novel	Novel	7	0.8822424207549461	0.050924000259965685
Spleen	Spleen	#768454	novel	Novel	8	0.9259962934331162	0.0437538726781701
Spleen	Spleen	#768454	novel	Novel	9	0.9648643461237176	0.03886805269060145
Spleen	Spleen	#768454	novel	Novel	10	1.0	0.03513565387628237
Stomach	Stomach	#F8D895	known	Annotated	1	0.4357782407630045	0.4357782407630045
Stomach	Stomach	#F8D895	known	Annotated	2	0.5817074064006998	0.14592916563769537
Stomach	Stomach	#F8D895	known	Annotated	3	0.678730658631574	0.09702325223087416
Stomach	Stomach	#F8D895	known	Annotated	4	0.747331252018506	0.06860059338693203
Stomach	Stomach	#F8D895	known	Annotated	5	0.8057955971623724	0.058464345143866336
Stomach	Stomach	#F8D895	known	Annotated	6	0.85529714917663	0.049501552014257655
Stomach	Stomach	#F8D895	known	Annotated	7	0.8956505637577582	0.04035341458112818
Stomach	Stomach	#F8D895	known	Annotated	8	0.9369648696219832	0.04131430586422502
Stomach	Stomach	#F8D895	known	Annotated	9	0.970288028314052	0.03332315869206881
Stomach	Stomach	#F8D895	known	Annotated	10	1.0	0.02971197168594797
Stomach	Stomach	#F8D895	novel	Novel	1	0.2750235855211171	0.2750235855211171
Stomach	Stomach	#F8D895	novel	Novel	2	0.4277536935287837	0.15273010800766657
Stomach	Stomach	#F8D895	novel	Novel	3	0.544861208155701	0.11710751462691738
Stomach	Stomach	#F8D895	novel	Novel	4	0.6336779083032059	0.08881670014750487
Stomach	Stomach	#F8D895	novel	Novel	5	0.7132440349921784	0.07956612668897245
Stomach	Stomach	#F8D895	novel	Novel	6	0.7832266574980372	0.06998262250585885
Stomach	Stomach	#F8D895	novel	Novel	7	0.8417959489154181	0.058569291417380875
Stomach	Stomach	#F8D895	novel	Novel	8	0.9034220698497876	0.06162612093436948
Stomach	Stomach	#F8D895	novel	Novel	9	0.954059606145238	0.050637536295450425
Stomach	Stomach	#F8D895	novel	Novel	10	1.0	0.04594039385476201
