FID1	ID1	FID2	ID2	Kinship	Z0
GTOP-AJ141	GTOP-AJ141	GTOP-AJ142	GTOP-AJ142	-0.0011	1
GTOP-AJ141	GTOP-AJ141	GTOP-AJ211	GTOP-AJ211	-0.0044	1
GTOP-AJ141	GTOP-AJ141	GTOP-AJ221	GTOP-AJ221	0.0025	0.9819
GTOP-AJ141	GTOP-AJ141	GTOP-AJ231	GTOP-AJ231	-0.0014	0.9907
GTOP-AJ141	GTOP-AJ141	GTOP-AK091	GTOP-AK091	0.0015	0.9799
GTOP-AJ141	GTOP-AJ141	GTOP-AK092	GTOP-AK092	9e-04	0.9851
GTOP-AJ141	GTOP-AJ141	GTOP-AK111	GTOP-AK111	-1e-04	0.9887
GTOP-AJ141	GTOP-AJ141	GTOP-AK112	GTOP-AK112	-0.0011	0.9938
GTOP-AJ141	GTOP-AJ141	GTOP-AK221	GTOP-AK221	0.001	1
GTOP-AJ141	GTOP-AJ141	GTOP-AK231	GTOP-AK231	-9e-04	1
GTOP-AJ141	GTOP-AJ141	GTOP-AK281	GTOP-AK281	-0.0043	0.9879
GTOP-AJ141	GTOP-AJ141	GTOP-AL091	GTOP-AL091	-0.0055	0.9896
GTOP-AJ141	GTOP-AJ141	GTOP-AL121	GTOP-AL121	-0.0669	1
GTOP-AJ141	GTOP-AJ141	GTOP-AL271	GTOP-AL271	-0.0011	0.99
GTOP-AJ141	GTOP-AJ141	GTOP-BA041	GTOP-BA041	-0.0013	0.9923
GTOP-AJ141	GTOP-AJ141	GTOP-BA081	GTOP-BA081	9e-04	0.9865
GTOP-AJ141	GTOP-AJ141	GTOP-BA082	GTOP-BA082	0.001	1
GTOP-AJ141	GTOP-AJ141	GTOP-BA091	GTOP-BA091	-6e-04	0.9883
GTOP-AJ141	GTOP-AJ141	GTOP-BA101	GTOP-BA101	6e-04	0.9882
GTOP-AJ141	GTOP-AJ141	GTOP-BA102	GTOP-BA102	0.0012	0.983
GTOP-AJ141	GTOP-AJ141	GTOP-BA131	GTOP-BA131	-0.0027	1
GTOP-AJ141	GTOP-AJ141	GTOP-BA132	GTOP-BA132	6e-04	0.9917
GTOP-AJ141	GTOP-AJ141	GTOP-BA181	GTOP-BA181	-6e-04	0.9795
GTOP-AJ141	GTOP-AJ141	GTOP-BA191	GTOP-BA191	1e-04	0.9875
GTOP-AJ141	GTOP-AJ141	GTOP-BA211	GTOP-BA211	-1e-04	1
GTOP-AJ141	GTOP-AJ141	GTOP-BA231	GTOP-BA231	-1e-04	1
GTOP-AJ141	GTOP-AJ141	GTOP-BA232	GTOP-BA232	-0.0701	1
GTOP-AJ141	GTOP-AJ141	GTOP-BA251	GTOP-BA251	0.0024	0.9837
GTOP-AJ141	GTOP-AJ141	GTOP-BB011	GTOP-BB011	0.0033	0.967
GTOP-AJ141	GTOP-AJ141	GTOP-BB201	GTOP-BB201	-0.0025	1
GTOP-AJ141	GTOP-AJ141	GTOP-BB202	GTOP-BB202	0.0023	0.9876
GTOP-AJ142	GTOP-AJ142	GTOP-AJ211	GTOP-AJ211	-0.0031	0.9936
GTOP-AJ142	GTOP-AJ142	GTOP-AJ221	GTOP-AJ221	0.0019	0.989
GTOP-AJ142	GTOP-AJ142	GTOP-AJ231	GTOP-AJ231	-0.0015	0.9849
GTOP-AJ142	GTOP-AJ142	GTOP-AK091	GTOP-AK091	-0.0011	0.9935
GTOP-AJ142	GTOP-AJ142	GTOP-AK092	GTOP-AK092	0.001	0.9853
GTOP-AJ142	GTOP-AJ142	GTOP-AK111	GTOP-AK111	-5e-04	0.9834
GTOP-AJ142	GTOP-AJ142	GTOP-AK112	GTOP-AK112	0.0013	0.9784
GTOP-AJ142	GTOP-AJ142	GTOP-AK221	GTOP-AK221	0.0014	0.9892
GTOP-AJ142	GTOP-AJ142	GTOP-AK231	GTOP-AK231	0.001	0.9861
GTOP-AJ142	GTOP-AJ142	GTOP-AK281	GTOP-AK281	-0.004	0.9899
GTOP-AJ142	GTOP-AJ142	GTOP-AL091	GTOP-AL091	-0.0069	1
GTOP-AJ142	GTOP-AJ142	GTOP-AL121	GTOP-AL121	-0.0688	1
GTOP-AJ142	GTOP-AJ142	GTOP-AL271	GTOP-AL271	-0.003	1
GTOP-AJ142	GTOP-AJ142	GTOP-BA041	GTOP-BA041	-0.005	1
GTOP-AJ142	GTOP-AJ142	GTOP-BA081	GTOP-BA081	8e-04	1
GTOP-AJ142	GTOP-AJ142	GTOP-BA082	GTOP-BA082	7e-04	0.9899
GTOP-AJ142	GTOP-AJ142	GTOP-BA091	GTOP-BA091	-0.0014	1
GTOP-AJ142	GTOP-AJ142	GTOP-BA101	GTOP-BA101	4e-04	0.9906
GTOP-AJ142	GTOP-AJ142	GTOP-BA102	GTOP-BA102	4e-04	0.9892
GTOP-AJ142	GTOP-AJ142	GTOP-BA131	GTOP-BA131	-0.0031	1
GTOP-AJ142	GTOP-AJ142	GTOP-BA132	GTOP-BA132	-0.0018	1
GTOP-AJ142	GTOP-AJ142	GTOP-BA181	GTOP-BA181	0.002	0.983
GTOP-AJ142	GTOP-AJ142	GTOP-BA191	GTOP-BA191	1e-04	0.9713
GTOP-AJ142	GTOP-AJ142	GTOP-BA211	GTOP-BA211	-0.0016	1
GTOP-AJ142	GTOP-AJ142	GTOP-BA231	GTOP-BA231	-0.0013	1
GTOP-AJ142	GTOP-AJ142	GTOP-BA232	GTOP-BA232	-0.0696	1
GTOP-AJ142	GTOP-AJ142	GTOP-BA251	GTOP-BA251	-7e-04	1
GTOP-AJ142	GTOP-AJ142	GTOP-BB011	GTOP-BB011	0.0016	0.9852
GTOP-AJ142	GTOP-AJ142	GTOP-BB201	GTOP-BB201	0.0019	1
GTOP-AJ142	GTOP-AJ142	GTOP-BB202	GTOP-BB202	0.0024	0.9897
GTOP-AJ211	GTOP-AJ211	GTOP-AJ221	GTOP-AJ221	-0.0023	0.9941
GTOP-AJ211	GTOP-AJ211	GTOP-AJ231	GTOP-AJ231	-0.0055	1
GTOP-AJ211	GTOP-AJ211	GTOP-AK091	GTOP-AK091	-0.0048	1
GTOP-AJ211	GTOP-AJ211	GTOP-AK092	GTOP-AK092	-0.0011	0.9939
GTOP-AJ211	GTOP-AJ211	GTOP-AK111	GTOP-AK111	-0.0051	1
GTOP-AJ211	GTOP-AJ211	GTOP-AK112	GTOP-AK112	-6e-04	1
GTOP-AJ211	GTOP-AJ211	GTOP-AK221	GTOP-AK221	-0.0026	1
GTOP-AJ211	GTOP-AJ211	GTOP-AK231	GTOP-AK231	-0.0014	0.9918
GTOP-AJ211	GTOP-AJ211	GTOP-AK281	GTOP-AK281	0.0052	1
GTOP-AJ211	GTOP-AJ211	GTOP-AL091	GTOP-AL091	-0.0121	1
GTOP-AJ211	GTOP-AJ211	GTOP-AL121	GTOP-AL121	-0.0743	1
GTOP-AJ211	GTOP-AJ211	GTOP-AL271	GTOP-AL271	-0.004	1
GTOP-AJ211	GTOP-AJ211	GTOP-BA041	GTOP-BA041	-0.0061	1
GTOP-AJ211	GTOP-AJ211	GTOP-BA081	GTOP-BA081	-0.0026	1
GTOP-AJ211	GTOP-AJ211	GTOP-BA082	GTOP-BA082	-0.0041	1
GTOP-AJ211	GTOP-AJ211	GTOP-BA091	GTOP-BA091	-0.0055	1
GTOP-AJ211	GTOP-AJ211	GTOP-BA101	GTOP-BA101	-0.0048	1
GTOP-AJ211	GTOP-AJ211	GTOP-BA102	GTOP-BA102	-0.0039	1
GTOP-AJ211	GTOP-AJ211	GTOP-BA131	GTOP-BA131	-0.0058	1
GTOP-AJ211	GTOP-AJ211	GTOP-BA132	GTOP-BA132	-0.0032	1
GTOP-AJ211	GTOP-AJ211	GTOP-BA181	GTOP-BA181	-0.0019	1
GTOP-AJ211	GTOP-AJ211	GTOP-BA191	GTOP-BA191	-0.0036	1
GTOP-AJ211	GTOP-AJ211	GTOP-BA211	GTOP-BA211	-0.0052	1
GTOP-AJ211	GTOP-AJ211	GTOP-BA231	GTOP-BA231	-0.006	1
GTOP-AJ211	GTOP-AJ211	GTOP-BA232	GTOP-BA232	-0.0744	1
GTOP-AJ211	GTOP-AJ211	GTOP-BA251	GTOP-BA251	5e-04	0.9921
GTOP-AJ211	GTOP-AJ211	GTOP-BB011	GTOP-BB011	-2e-04	1
GTOP-AJ211	GTOP-AJ211	GTOP-BB201	GTOP-BB201	-0.0016	1
GTOP-AJ211	GTOP-AJ211	GTOP-BB202	GTOP-BB202	-0.0034	1
GTOP-AJ221	GTOP-AJ221	GTOP-AJ231	GTOP-AJ231	2e-04	1
GTOP-AJ221	GTOP-AJ221	GTOP-AK091	GTOP-AK091	0.0023	0.9922
GTOP-AJ221	GTOP-AJ221	GTOP-AK092	GTOP-AK092	0.003	0.9863
GTOP-AJ221	GTOP-AJ221	GTOP-AK111	GTOP-AK111	0.0011	0.9863
GTOP-AJ221	GTOP-AJ221	GTOP-AK112	GTOP-AK112	0.001	0.9863
GTOP-AJ221	GTOP-AJ221	GTOP-AK221	GTOP-AK221	0.0036	0.991
GTOP-AJ221	GTOP-AJ221	GTOP-AK231	GTOP-AK231	-1e-04	1
GTOP-AJ221	GTOP-AJ221	GTOP-AK281	GTOP-AK281	-0.0037	1
GTOP-AJ221	GTOP-AJ221	GTOP-AL091	GTOP-AL091	-0.0061	1
GTOP-AJ221	GTOP-AJ221	GTOP-AL121	GTOP-AL121	-0.0666	1
GTOP-AJ221	GTOP-AJ221	GTOP-AL271	GTOP-AL271	0.0014	1
GTOP-AJ221	GTOP-AJ221	GTOP-BA041	GTOP-BA041	-0.0013	1
GTOP-AJ221	GTOP-AJ221	GTOP-BA081	GTOP-BA081	0.0037	0.9886
GTOP-AJ221	GTOP-AJ221	GTOP-BA082	GTOP-BA082	0.0022	0.9855
GTOP-AJ221	GTOP-AJ221	GTOP-BA091	GTOP-BA091	0.0013	0.9887
GTOP-AJ221	GTOP-AJ221	GTOP-BA101	GTOP-BA101	0.0022	0.9856
GTOP-AJ221	GTOP-AJ221	GTOP-BA102	GTOP-BA102	8e-04	1
GTOP-AJ221	GTOP-AJ221	GTOP-BA131	GTOP-BA131	-0.0013	0.9806
GTOP-AJ221	GTOP-AJ221	GTOP-BA132	GTOP-BA132	0.0037	0.989
GTOP-AJ221	GTOP-AJ221	GTOP-BA181	GTOP-BA181	7e-04	0.9907
GTOP-AJ221	GTOP-AJ221	GTOP-BA191	GTOP-BA191	0.0027	0.9823
GTOP-AJ221	GTOP-AJ221	GTOP-BA211	GTOP-BA211	0.0013	0.9902
GTOP-AJ221	GTOP-AJ221	GTOP-BA231	GTOP-BA231	7e-04	1
GTOP-AJ221	GTOP-AJ221	GTOP-BA232	GTOP-BA232	-0.0691	1
GTOP-AJ221	GTOP-AJ221	GTOP-BA251	GTOP-BA251	0.0018	0.9912
GTOP-AJ221	GTOP-AJ221	GTOP-BB011	GTOP-BB011	0.005	0.9786
GTOP-AJ221	GTOP-AJ221	GTOP-BB201	GTOP-BB201	6e-04	1
GTOP-AJ221	GTOP-AJ221	GTOP-BB202	GTOP-BB202	0.0043	0.9861
GTOP-AJ231	GTOP-AJ231	GTOP-AK091	GTOP-AK091	-2e-04	1
GTOP-AJ231	GTOP-AJ231	GTOP-AK092	GTOP-AK092	-3e-04	1
GTOP-AJ231	GTOP-AJ231	GTOP-AK111	GTOP-AK111	9e-04	1
GTOP-AJ231	GTOP-AJ231	GTOP-AK112	GTOP-AK112	-3e-04	0.9823
GTOP-AJ231	GTOP-AJ231	GTOP-AK221	GTOP-AK221	-6e-04	0.9845
GTOP-AJ231	GTOP-AJ231	GTOP-AK231	GTOP-AK231	-4e-04	1
GTOP-AJ231	GTOP-AJ231	GTOP-AK281	GTOP-AK281	-0.0064	0.9877
GTOP-AJ231	GTOP-AJ231	GTOP-AL091	GTOP-AL091	-0.0059	1
GTOP-AJ231	GTOP-AJ231	GTOP-AL121	GTOP-AL121	-0.0661	1
GTOP-AJ231	GTOP-AJ231	GTOP-AL271	GTOP-AL271	-0.0028	1
GTOP-AJ231	GTOP-AJ231	GTOP-BA041	GTOP-BA041	-0.0014	1
GTOP-AJ231	GTOP-AJ231	GTOP-BA081	GTOP-BA081	-0.0016	1
GTOP-AJ231	GTOP-AJ231	GTOP-BA082	GTOP-BA082	-4e-04	1
GTOP-AJ231	GTOP-AJ231	GTOP-BA091	GTOP-BA091	-5e-04	1
GTOP-AJ231	GTOP-AJ231	GTOP-BA101	GTOP-BA101	-0.0018	1
GTOP-AJ231	GTOP-AJ231	GTOP-BA102	GTOP-BA102	-0.0035	1
GTOP-AJ231	GTOP-AJ231	GTOP-BA131	GTOP-BA131	-0.0021	1
GTOP-AJ231	GTOP-AJ231	GTOP-BA132	GTOP-BA132	-0.0012	1
GTOP-AJ231	GTOP-AJ231	GTOP-BA181	GTOP-BA181	-0.0024	0.9844
GTOP-AJ231	GTOP-AJ231	GTOP-BA191	GTOP-BA191	-0.0018	0.9893
GTOP-AJ231	GTOP-AJ231	GTOP-BA211	GTOP-BA211	-3e-04	1
GTOP-AJ231	GTOP-AJ231	GTOP-BA231	GTOP-BA231	-0.004	1
GTOP-AJ231	GTOP-AJ231	GTOP-BA232	GTOP-BA232	-0.0707	1
GTOP-AJ231	GTOP-AJ231	GTOP-BA251	GTOP-BA251	-5e-04	1
GTOP-AJ231	GTOP-AJ231	GTOP-BB011	GTOP-BB011	0.0017	0.9917
GTOP-AJ231	GTOP-AJ231	GTOP-BB201	GTOP-BB201	-0.001	0.9846
GTOP-AJ231	GTOP-AJ231	GTOP-BB202	GTOP-BB202	-0.0017	1
GTOP-AK091	GTOP-AK091	GTOP-AK092	GTOP-AK092	0.0031	0.9946
GTOP-AK091	GTOP-AK091	GTOP-AK111	GTOP-AK111	-1e-04	0.9945
GTOP-AK091	GTOP-AK091	GTOP-AK112	GTOP-AK112	0.0028	0.9924
GTOP-AK091	GTOP-AK091	GTOP-AK221	GTOP-AK221	0.001	1
GTOP-AK091	GTOP-AK091	GTOP-AK231	GTOP-AK231	0.0017	0.9767
GTOP-AK091	GTOP-AK091	GTOP-AK281	GTOP-AK281	-0.0032	0.9789
GTOP-AK091	GTOP-AK091	GTOP-AL091	GTOP-AL091	-0.0042	1
GTOP-AK091	GTOP-AK091	GTOP-AL121	GTOP-AL121	-0.0673	1
GTOP-AK091	GTOP-AK091	GTOP-AL271	GTOP-AL271	4e-04	0.9746
GTOP-AK091	GTOP-AK091	GTOP-BA041	GTOP-BA041	-0.0011	0.9804
GTOP-AK091	GTOP-AK091	GTOP-BA081	GTOP-BA081	0.0059	0.9658
GTOP-AK091	GTOP-AK091	GTOP-BA082	GTOP-BA082	0.0023	0.9899
GTOP-AK091	GTOP-AK091	GTOP-BA091	GTOP-BA091	6e-04	0.9928
GTOP-AK091	GTOP-AK091	GTOP-BA101	GTOP-BA101	1e-04	1
GTOP-AK091	GTOP-AK091	GTOP-BA102	GTOP-BA102	0.0025	0.9787
GTOP-AK091	GTOP-AK091	GTOP-BA131	GTOP-BA131	-0.0016	1
GTOP-AK091	GTOP-AK091	GTOP-BA132	GTOP-BA132	0.0031	0.9782
GTOP-AK091	GTOP-AK091	GTOP-BA181	GTOP-BA181	0.0031	0.9514
GTOP-AK091	GTOP-AK091	GTOP-BA191	GTOP-BA191	0.001	0.9876
GTOP-AK091	GTOP-AK091	GTOP-BA211	GTOP-BA211	0.0054	0.9648
GTOP-AK091	GTOP-AK091	GTOP-BA231	GTOP-BA231	8e-04	1
GTOP-AK091	GTOP-AK091	GTOP-BA232	GTOP-BA232	-0.0701	1
GTOP-AK091	GTOP-AK091	GTOP-BA251	GTOP-BA251	0.0062	0.9795
GTOP-AK091	GTOP-AK091	GTOP-BB011	GTOP-BB011	0.0031	0.9822
GTOP-AK091	GTOP-AK091	GTOP-BB201	GTOP-BB201	0.0022	0.9917
GTOP-AK091	GTOP-AK091	GTOP-BB202	GTOP-BB202	0.0045	0.9701
GTOP-AK092	GTOP-AK092	GTOP-AK111	GTOP-AK111	4e-04	0.9951
GTOP-AK092	GTOP-AK092	GTOP-AK112	GTOP-AK112	0.002	0.9951
GTOP-AK092	GTOP-AK092	GTOP-AK221	GTOP-AK221	0.0032	0.992
GTOP-AK092	GTOP-AK092	GTOP-AK231	GTOP-AK231	0.0031	0.9782
GTOP-AK092	GTOP-AK092	GTOP-AK281	GTOP-AK281	-5e-04	0.991
GTOP-AK092	GTOP-AK092	GTOP-AL091	GTOP-AL091	-0.0072	1
GTOP-AK092	GTOP-AK092	GTOP-AL121	GTOP-AL121	-0.0681	1
GTOP-AK092	GTOP-AK092	GTOP-AL271	GTOP-AL271	0.001	1
GTOP-AK092	GTOP-AK092	GTOP-BA041	GTOP-BA041	0.0015	0.9915
GTOP-AK092	GTOP-AK092	GTOP-BA081	GTOP-BA081	0.0026	1
GTOP-AK092	GTOP-AK092	GTOP-BA082	GTOP-BA082	0.0024	1
GTOP-AK092	GTOP-AK092	GTOP-BA091	GTOP-BA091	-6e-04	0.9916
GTOP-AK092	GTOP-AK092	GTOP-BA101	GTOP-BA101	0.0012	1
GTOP-AK092	GTOP-AK092	GTOP-BA102	GTOP-BA102	0.0037	0.983
GTOP-AK092	GTOP-AK092	GTOP-BA131	GTOP-BA131	-8e-04	1
GTOP-AK092	GTOP-AK092	GTOP-BA132	GTOP-BA132	0.0018	1
GTOP-AK092	GTOP-AK092	GTOP-BA181	GTOP-BA181	1e-04	0.9781
GTOP-AK092	GTOP-AK092	GTOP-BA191	GTOP-BA191	0.0031	0.9698
GTOP-AK092	GTOP-AK092	GTOP-BA211	GTOP-BA211	0.0012	1
GTOP-AK092	GTOP-AK092	GTOP-BA231	GTOP-BA231	0.0033	1
GTOP-AK092	GTOP-AK092	GTOP-BA232	GTOP-BA232	-0.0675	1
GTOP-AK092	GTOP-AK092	GTOP-BA251	GTOP-BA251	0.0034	1
GTOP-AK092	GTOP-AK092	GTOP-BB011	GTOP-BB011	0.0017	1
GTOP-AK092	GTOP-AK092	GTOP-BB201	GTOP-BB201	0.002	0.9812
GTOP-AK092	GTOP-AK092	GTOP-BB202	GTOP-BB202	8e-04	1
GTOP-AK111	GTOP-AK111	GTOP-AK112	GTOP-AK112	-0.0017	1
GTOP-AK111	GTOP-AK111	GTOP-AK221	GTOP-AK221	0.0013	0.9881
GTOP-AK111	GTOP-AK111	GTOP-AK231	GTOP-AK231	0.0038	0.9815
GTOP-AK111	GTOP-AK111	GTOP-AK281	GTOP-AK281	-0.0052	1
GTOP-AK111	GTOP-AK111	GTOP-AL091	GTOP-AL091	-0.0054	1
GTOP-AK111	GTOP-AK111	GTOP-AL121	GTOP-AL121	-0.0697	1
GTOP-AK111	GTOP-AK111	GTOP-AL271	GTOP-AL271	-0.0049	1
GTOP-AK111	GTOP-AK111	GTOP-BA041	GTOP-BA041	-4e-04	0.9902
GTOP-AK111	GTOP-AK111	GTOP-BA081	GTOP-BA081	-8e-04	1
GTOP-AK111	GTOP-AK111	GTOP-BA082	GTOP-BA082	0.0026	0.9903
GTOP-AK111	GTOP-AK111	GTOP-BA091	GTOP-BA091	-2e-04	1
GTOP-AK111	GTOP-AK111	GTOP-BA101	GTOP-BA101	2e-04	1
GTOP-AK111	GTOP-AK111	GTOP-BA102	GTOP-BA102	0.0022	0.9667
GTOP-AK111	GTOP-AK111	GTOP-BA131	GTOP-BA131	0.0015	0.9674
GTOP-AK111	GTOP-AK111	GTOP-BA132	GTOP-BA132	1e-04	0.9884
GTOP-AK111	GTOP-AK111	GTOP-BA181	GTOP-BA181	0.001	0.974
GTOP-AK111	GTOP-AK111	GTOP-BA191	GTOP-BA191	0.0018	0.987
GTOP-AK111	GTOP-AK111	GTOP-BA211	GTOP-BA211	0.003	1
GTOP-AK111	GTOP-AK111	GTOP-BA231	GTOP-BA231	-0.001	1
GTOP-AK111	GTOP-AK111	GTOP-BA232	GTOP-BA232	-0.0682	1
GTOP-AK111	GTOP-AK111	GTOP-BA251	GTOP-BA251	4e-04	1
GTOP-AK111	GTOP-AK111	GTOP-BB011	GTOP-BB011	0.0021	1
GTOP-AK111	GTOP-AK111	GTOP-BB201	GTOP-BB201	0.0016	0.9852
GTOP-AK111	GTOP-AK111	GTOP-BB202	GTOP-BB202	0.0035	0.9887
GTOP-AK112	GTOP-AK112	GTOP-AK221	GTOP-AK221	0.0041	0.9794
GTOP-AK112	GTOP-AK112	GTOP-AK231	GTOP-AK231	5e-04	0.9883
GTOP-AK112	GTOP-AK112	GTOP-AK281	GTOP-AK281	-0.0012	0.9728
GTOP-AK112	GTOP-AK112	GTOP-AL091	GTOP-AL091	-0.0034	0.978
GTOP-AK112	GTOP-AK112	GTOP-AL121	GTOP-AL121	-0.065	1
GTOP-AK112	GTOP-AK112	GTOP-AL271	GTOP-AL271	0.0018	0.9781
GTOP-AK112	GTOP-AK112	GTOP-BA041	GTOP-BA041	-0.0027	1
GTOP-AK112	GTOP-AK112	GTOP-BA081	GTOP-BA081	0.003	0.9882
GTOP-AK112	GTOP-AK112	GTOP-BA082	GTOP-BA082	5e-04	1
GTOP-AK112	GTOP-AK112	GTOP-BA091	GTOP-BA091	-0.0049	1
GTOP-AK112	GTOP-AK112	GTOP-BA101	GTOP-BA101	8e-04	1
GTOP-AK112	GTOP-AK112	GTOP-BA102	GTOP-BA102	0.0044	0.9683
GTOP-AK112	GTOP-AK112	GTOP-BA131	GTOP-BA131	-0.0012	1
GTOP-AK112	GTOP-AK112	GTOP-BA132	GTOP-BA132	0.0029	1
GTOP-AK112	GTOP-AK112	GTOP-BA181	GTOP-BA181	9e-04	0.98
GTOP-AK112	GTOP-AK112	GTOP-BA191	GTOP-BA191	1e-04	1
GTOP-AK112	GTOP-AK112	GTOP-BA211	GTOP-BA211	-7e-04	1
GTOP-AK112	GTOP-AK112	GTOP-BA231	GTOP-BA231	0.0019	1
GTOP-AK112	GTOP-AK112	GTOP-BA232	GTOP-BA232	-0.0683	1
GTOP-AK112	GTOP-AK112	GTOP-BA251	GTOP-BA251	0.0029	0.9859
GTOP-AK112	GTOP-AK112	GTOP-BB011	GTOP-BB011	0.0039	0.9858
GTOP-AK112	GTOP-AK112	GTOP-BB201	GTOP-BB201	0.0021	1
GTOP-AK112	GTOP-AK112	GTOP-BB202	GTOP-BB202	0.0031	0.9793
GTOP-AK221	GTOP-AK221	GTOP-AK231	GTOP-AK231	0.0021	0.9866
GTOP-AK221	GTOP-AK221	GTOP-AK281	GTOP-AK281	-0.0016	0.9981
GTOP-AK221	GTOP-AK221	GTOP-AL091	GTOP-AL091	-0.0048	1
GTOP-AK221	GTOP-AK221	GTOP-AL121	GTOP-AL121	-0.0683	1
GTOP-AK221	GTOP-AK221	GTOP-AL271	GTOP-AL271	7e-04	0.9914
GTOP-AK221	GTOP-AK221	GTOP-BA041	GTOP-BA041	-5e-04	1
GTOP-AK221	GTOP-AK221	GTOP-BA081	GTOP-BA081	0.0033	1
GTOP-AK221	GTOP-AK221	GTOP-BA082	GTOP-BA082	0.003	0.9928
GTOP-AK221	GTOP-AK221	GTOP-BA091	GTOP-BA091	-9e-04	1
GTOP-AK221	GTOP-AK221	GTOP-BA101	GTOP-BA101	0.0024	1
GTOP-AK221	GTOP-AK221	GTOP-BA102	GTOP-BA102	0.0042	0.9616
GTOP-AK221	GTOP-AK221	GTOP-BA131	GTOP-BA131	0.0012	1
GTOP-AK221	GTOP-AK221	GTOP-BA132	GTOP-BA132	0.0052	0.9803
GTOP-AK221	GTOP-AK221	GTOP-BA181	GTOP-BA181	0.0044	0.9783
GTOP-AK221	GTOP-AK221	GTOP-BA191	GTOP-BA191	0.0014	1
GTOP-AK221	GTOP-AK221	GTOP-BA211	GTOP-BA211	1e-04	1
GTOP-AK221	GTOP-AK221	GTOP-BA231	GTOP-BA231	0.0043	0.9922
GTOP-AK221	GTOP-AK221	GTOP-BA232	GTOP-BA232	-0.0659	1
GTOP-AK221	GTOP-AK221	GTOP-BA251	GTOP-BA251	0.0029	0.987
GTOP-AK221	GTOP-AK221	GTOP-BB011	GTOP-BB011	0.0036	0.9886
GTOP-AK221	GTOP-AK221	GTOP-BB201	GTOP-BB201	0.0046	0.9651
GTOP-AK221	GTOP-AK221	GTOP-BB202	GTOP-BB202	0.0027	0.9844
GTOP-AK231	GTOP-AK231	GTOP-AK281	GTOP-AK281	-0.0041	0.988
GTOP-AK231	GTOP-AK231	GTOP-AL091	GTOP-AL091	-0.006	1
GTOP-AK231	GTOP-AK231	GTOP-AL121	GTOP-AL121	-0.0696	1
GTOP-AK231	GTOP-AK231	GTOP-AL271	GTOP-AL271	1e-04	0.9733
GTOP-AK231	GTOP-AK231	GTOP-BA041	GTOP-BA041	5e-04	1
GTOP-AK231	GTOP-AK231	GTOP-BA081	GTOP-BA081	0.0027	0.976
GTOP-AK231	GTOP-AK231	GTOP-BA082	GTOP-BA082	0.0035	0.9839
GTOP-AK231	GTOP-AK231	GTOP-BA091	GTOP-BA091	0	0.9938
GTOP-AK231	GTOP-AK231	GTOP-BA101	GTOP-BA101	0.0013	0.9908
GTOP-AK231	GTOP-AK231	GTOP-BA102	GTOP-BA102	0.0028	0.9846
GTOP-AK231	GTOP-AK231	GTOP-BA131	GTOP-BA131	-5e-04	0.9972
GTOP-AK231	GTOP-AK231	GTOP-BA132	GTOP-BA132	0.0027	0.9918
GTOP-AK231	GTOP-AK231	GTOP-BA181	GTOP-BA181	-3e-04	0.9885
GTOP-AK231	GTOP-AK231	GTOP-BA191	GTOP-BA191	-9e-04	1
GTOP-AK231	GTOP-AK231	GTOP-BA211	GTOP-BA211	0.0012	1
GTOP-AK231	GTOP-AK231	GTOP-BA231	GTOP-BA231	1e-04	1
GTOP-AK231	GTOP-AK231	GTOP-BA232	GTOP-BA232	-0.0676	1
GTOP-AK231	GTOP-AK231	GTOP-BA251	GTOP-BA251	0.0022	0.9849
GTOP-AK231	GTOP-AK231	GTOP-BB011	GTOP-BB011	0.0019	0.9876
GTOP-AK231	GTOP-AK231	GTOP-BB201	GTOP-BB201	0.0022	0.9845
GTOP-AK231	GTOP-AK231	GTOP-BB202	GTOP-BB202	0.002	1
GTOP-AK281	GTOP-AK281	GTOP-AL091	GTOP-AL091	-0.0091	1
GTOP-AK281	GTOP-AK281	GTOP-AL121	GTOP-AL121	-0.0723	1
GTOP-AK281	GTOP-AK281	GTOP-AL271	GTOP-AL271	-0.0052	1
GTOP-AK281	GTOP-AK281	GTOP-BA041	GTOP-BA041	-0.0064	1
GTOP-AK281	GTOP-AK281	GTOP-BA081	GTOP-BA081	-9e-04	0.9804
GTOP-AK281	GTOP-AK281	GTOP-BA082	GTOP-BA082	-0.0032	1
GTOP-AK281	GTOP-AK281	GTOP-BA091	GTOP-BA091	-0.0052	1
GTOP-AK281	GTOP-AK281	GTOP-BA101	GTOP-BA101	-0.0044	0.9931
GTOP-AK281	GTOP-AK281	GTOP-BA102	GTOP-BA102	-0.0039	0.9879
GTOP-AK281	GTOP-AK281	GTOP-BA131	GTOP-BA131	-0.0042	0.9835
GTOP-AK281	GTOP-AK281	GTOP-BA132	GTOP-BA132	-0.0019	0.9796
GTOP-AK281	GTOP-AK281	GTOP-BA181	GTOP-BA181	-0.0023	0.9724
GTOP-AK281	GTOP-AK281	GTOP-BA191	GTOP-BA191	-0.0036	0.9887
GTOP-AK281	GTOP-AK281	GTOP-BA211	GTOP-BA211	-0.0059	1
GTOP-AK281	GTOP-AK281	GTOP-BA231	GTOP-BA231	-0.0062	1
GTOP-AK281	GTOP-AK281	GTOP-BA232	GTOP-BA232	-0.0751	1
GTOP-AK281	GTOP-AK281	GTOP-BA251	GTOP-BA251	-0.0023	0.9877
GTOP-AK281	GTOP-AK281	GTOP-BB011	GTOP-BB011	-0.0016	1
