FID1	ID1	FID2	ID2	Kinship	Z0
GTOP-AK092	GTOP-AK092	GTOP-CF051	GTOP-CF051	0.0032	0.9813
GTOP-AK092	GTOP-AK092	GTOP-CF121	GTOP-CF121	-7e-04	0.9879
GTOP-AK092	GTOP-AK092	GTOP-CF201	GTOP-CF201	1e-04	0.9794
GTOP-AK092	GTOP-AK092	GTOP-CF221	GTOP-CF221	-9e-04	0.9818
GTOP-AK092	GTOP-AK092	GTOP-CF241	GTOP-CF241	2e-04	0.9949
GTOP-AK092	GTOP-AK092	GTOP-CF242	GTOP-CF242	-0.0034	1
GTOP-AK092	GTOP-AK092	GTOP-CF301	GTOP-CF301	5e-04	0.9941
GTOP-AK092	GTOP-AK092	GTOP-CG041	GTOP-CG041	-0.0012	1
GTOP-AK092	GTOP-AK092	GTOP-CG061	GTOP-CG061	-0.0056	1
GTOP-AK092	GTOP-AK092	GTOP-CG071	GTOP-CG071	-0.0024	1
GTOP-AK092	GTOP-AK092	GTOP-CG091	GTOP-CG091	-0.0036	0.9827
GTOP-AK092	GTOP-AK092	GTOP-CG111	GTOP-CG111	-5e-04	0.9864
GTOP-AK111	GTOP-AK111	GTOP-CB281	GTOP-CB281	-0.002	0.9885
GTOP-AK111	GTOP-AK111	GTOP-CC031	GTOP-CC031	-0.0067	0.9727
GTOP-AK111	GTOP-AK111	GTOP-CC041	GTOP-CC041	-0.0033	0.9867
GTOP-AK111	GTOP-AK111	GTOP-CC061	GTOP-CC061	-0.0094	0.9829
GTOP-AK111	GTOP-AK111	GTOP-CC121	GTOP-CC121	-0.0041	1
GTOP-AK111	GTOP-AK111	GTOP-CC131	GTOP-CC131	-0.0087	1
GTOP-AK111	GTOP-AK111	GTOP-CC141	GTOP-CC141	-0.0094	1
GTOP-AK111	GTOP-AK111	GTOP-CC201	GTOP-CC201	-0.0051	1
GTOP-AK111	GTOP-AK111	GTOP-CC231	GTOP-CC231	-0.0032	0.9723
GTOP-AK111	GTOP-AK111	GTOP-CC241	GTOP-CC241	-0.0013	1
GTOP-AK111	GTOP-AK111	GTOP-CC251	GTOP-CC251	-0.0093	1
GTOP-AK111	GTOP-AK111	GTOP-CC291	GTOP-CC291	-0.0041	0.9869
GTOP-AK111	GTOP-AK111	GTOP-CC311	GTOP-CC311	-0.0045	0.988
GTOP-AK111	GTOP-AK111	GTOP-CD021	GTOP-CD021	-0.0041	1
GTOP-AK111	GTOP-AK111	GTOP-CD121	GTOP-CD121	-0.0019	1
GTOP-AK111	GTOP-AK111	GTOP-CE111	GTOP-CE111	-0.0045	0.9838
GTOP-AK111	GTOP-AK111	GTOP-CE131	GTOP-CE131	-0.0045	1
GTOP-AK111	GTOP-AK111	GTOP-CE141	GTOP-CE141	0	0.9923
GTOP-AK111	GTOP-AK111	GTOP-CE161	GTOP-CE161	-0.0051	1
GTOP-AK111	GTOP-AK111	GTOP-CF011	GTOP-CF011	-5e-04	1
GTOP-AK111	GTOP-AK111	GTOP-CF051	GTOP-CF051	9e-04	0.978
GTOP-AK111	GTOP-AK111	GTOP-CF121	GTOP-CF121	-0.007	1
GTOP-AK111	GTOP-AK111	GTOP-CF201	GTOP-CF201	-0.0059	0.9841
GTOP-AK111	GTOP-AK111	GTOP-CF221	GTOP-CF221	-0.0041	0.966
GTOP-AK111	GTOP-AK111	GTOP-CF241	GTOP-CF241	-0.0021	1
GTOP-AK111	GTOP-AK111	GTOP-CF242	GTOP-CF242	-0.0072	1
GTOP-AK111	GTOP-AK111	GTOP-CF301	GTOP-CF301	-0.0045	1
GTOP-AK111	GTOP-AK111	GTOP-CG041	GTOP-CG041	-0.0039	1
GTOP-AK111	GTOP-AK111	GTOP-CG061	GTOP-CG061	-0.0093	1
GTOP-AK111	GTOP-AK111	GTOP-CG071	GTOP-CG071	-0.0041	0.9887
GTOP-AK111	GTOP-AK111	GTOP-CG091	GTOP-CG091	-0.0067	1
GTOP-AK111	GTOP-AK111	GTOP-CG111	GTOP-CG111	-0.0028	0.9895
GTOP-AK112	GTOP-AK112	GTOP-CB281	GTOP-CB281	-1e-04	0.9852
GTOP-AK112	GTOP-AK112	GTOP-CC031	GTOP-CC031	-0.0095	1
GTOP-AK112	GTOP-AK112	GTOP-CC041	GTOP-CC041	-0.0013	1
GTOP-AK112	GTOP-AK112	GTOP-CC061	GTOP-CC061	-0.0092	1
GTOP-AK112	GTOP-AK112	GTOP-CC121	GTOP-CC121	-0.0013	1
GTOP-AK112	GTOP-AK112	GTOP-CC131	GTOP-CC131	-0.0053	1
GTOP-AK112	GTOP-AK112	GTOP-CC141	GTOP-CC141	-0.0071	1
GTOP-AK112	GTOP-AK112	GTOP-CC201	GTOP-CC201	-0.0039	1
GTOP-AK112	GTOP-AK112	GTOP-CC231	GTOP-CC231	-0.0046	1
GTOP-AK112	GTOP-AK112	GTOP-CC241	GTOP-CC241	0.0019	0.995
GTOP-AK112	GTOP-AK112	GTOP-CC251	GTOP-CC251	-0.0059	1
GTOP-AK112	GTOP-AK112	GTOP-CC291	GTOP-CC291	-5e-04	0.987
GTOP-AK112	GTOP-AK112	GTOP-CC311	GTOP-CC311	-0.0013	1
GTOP-AK112	GTOP-AK112	GTOP-CD021	GTOP-CD021	-0.0014	0.9893
GTOP-AK112	GTOP-AK112	GTOP-CD121	GTOP-CD121	0	0.9968
GTOP-AK112	GTOP-AK112	GTOP-CE111	GTOP-CE111	-0.0022	0.9548
GTOP-AK112	GTOP-AK112	GTOP-CE131	GTOP-CE131	-0.0031	1
GTOP-AK112	GTOP-AK112	GTOP-CE141	GTOP-CE141	-1e-04	1
GTOP-AK112	GTOP-AK112	GTOP-CE161	GTOP-CE161	-0.0048	1
GTOP-AK112	GTOP-AK112	GTOP-CF011	GTOP-CF011	-6e-04	1
GTOP-AK112	GTOP-AK112	GTOP-CF051	GTOP-CF051	0.0029	0.9806
GTOP-AK112	GTOP-AK112	GTOP-CF121	GTOP-CF121	5e-04	0.9623
GTOP-AK112	GTOP-AK112	GTOP-CF201	GTOP-CF201	-1e-04	0.978
GTOP-AK112	GTOP-AK112	GTOP-CF221	GTOP-CF221	-0.0016	0.9718
GTOP-AK112	GTOP-AK112	GTOP-CF241	GTOP-CF241	-0.0019	1
GTOP-AK112	GTOP-AK112	GTOP-CF242	GTOP-CF242	-0.0055	1
GTOP-AK112	GTOP-AK112	GTOP-CF301	GTOP-CF301	0.0014	0.9871
GTOP-AK112	GTOP-AK112	GTOP-CG041	GTOP-CG041	-0.0014	1
GTOP-AK112	GTOP-AK112	GTOP-CG061	GTOP-CG061	-0.0063	0.9814
GTOP-AK112	GTOP-AK112	GTOP-CG071	GTOP-CG071	-0.0017	0.989
GTOP-AK112	GTOP-AK112	GTOP-CG091	GTOP-CG091	-0.0066	1
GTOP-AK112	GTOP-AK112	GTOP-CG111	GTOP-CG111	2e-04	0.9784
GTOP-AK221	GTOP-AK221	GTOP-CB281	GTOP-CB281	-2e-04	0.9834
GTOP-AK221	GTOP-AK221	GTOP-CC031	GTOP-CC031	-0.0048	0.9894
GTOP-AK221	GTOP-AK221	GTOP-CC041	GTOP-CC041	-0.0019	1
GTOP-AK221	GTOP-AK221	GTOP-CC061	GTOP-CC061	-0.0048	1
GTOP-AK221	GTOP-AK221	GTOP-CC121	GTOP-CC121	5e-04	1
GTOP-AK221	GTOP-AK221	GTOP-CC131	GTOP-CC131	-0.0029	1
GTOP-AK221	GTOP-AK221	GTOP-CC141	GTOP-CC141	-0.0059	1
GTOP-AK221	GTOP-AK221	GTOP-CC201	GTOP-CC201	-3e-04	1
GTOP-AK221	GTOP-AK221	GTOP-CC231	GTOP-CC231	0.0016	0.9965
GTOP-AK221	GTOP-AK221	GTOP-CC241	GTOP-CC241	-6e-04	1
GTOP-AK221	GTOP-AK221	GTOP-CC251	GTOP-CC251	-0.0047	1
GTOP-AK221	GTOP-AK221	GTOP-CC291	GTOP-CC291	1e-04	0.9913
GTOP-AK221	GTOP-AK221	GTOP-CC311	GTOP-CC311	-0.0023	1
GTOP-AK221	GTOP-AK221	GTOP-CD021	GTOP-CD021	3e-04	0.9897
GTOP-AK221	GTOP-AK221	GTOP-CD121	GTOP-CD121	0.0012	1
GTOP-AK221	GTOP-AK221	GTOP-CE111	GTOP-CE111	-1e-04	0.9804
GTOP-AK221	GTOP-AK221	GTOP-CE131	GTOP-CE131	-0.0038	1
GTOP-AK221	GTOP-AK221	GTOP-CE141	GTOP-CE141	0.0048	0.9757
GTOP-AK221	GTOP-AK221	GTOP-CE161	GTOP-CE161	-0.0032	1
GTOP-AK221	GTOP-AK221	GTOP-CF011	GTOP-CF011	0.001	1
GTOP-AK221	GTOP-AK221	GTOP-CF051	GTOP-CF051	0.0035	1
GTOP-AK221	GTOP-AK221	GTOP-CF121	GTOP-CF121	1e-04	0.9832
GTOP-AK221	GTOP-AK221	GTOP-CF201	GTOP-CF201	0.0015	0.9863
GTOP-AK221	GTOP-AK221	GTOP-CF221	GTOP-CF221	-2e-04	0.9877
GTOP-AK221	GTOP-AK221	GTOP-CF241	GTOP-CF241	5e-04	1
GTOP-AK221	GTOP-AK221	GTOP-CF242	GTOP-CF242	-8e-04	1
GTOP-AK221	GTOP-AK221	GTOP-CF301	GTOP-CF301	0	0.9831
GTOP-AK221	GTOP-AK221	GTOP-CG041	GTOP-CG041	0.0016	1
GTOP-AK221	GTOP-AK221	GTOP-CG061	GTOP-CG061	-0.0038	0.983
GTOP-AK221	GTOP-AK221	GTOP-CG071	GTOP-CG071	0.0022	0.9686
GTOP-AK221	GTOP-AK221	GTOP-CG091	GTOP-CG091	-0.0038	1
GTOP-AK221	GTOP-AK221	GTOP-CG111	GTOP-CG111	0.0015	0.9785
GTOP-AK231	GTOP-AK231	GTOP-CB281	GTOP-CB281	-0.0043	0.9909
GTOP-AK231	GTOP-AK231	GTOP-CC031	GTOP-CC031	-0.0075	0.9878
GTOP-AK231	GTOP-AK231	GTOP-CC041	GTOP-CC041	-0.0049	1
GTOP-AK231	GTOP-AK231	GTOP-CC061	GTOP-CC061	-0.0094	0.9949
GTOP-AK231	GTOP-AK231	GTOP-CC121	GTOP-CC121	-0.0015	0.9886
GTOP-AK231	GTOP-AK231	GTOP-CC131	GTOP-CC131	-0.0061	1
GTOP-AK231	GTOP-AK231	GTOP-CC141	GTOP-CC141	-0.0097	1
GTOP-AK231	GTOP-AK231	GTOP-CC201	GTOP-CC201	-0.0062	1
GTOP-AK231	GTOP-AK231	GTOP-CC231	GTOP-CC231	-0.0026	1
GTOP-AK231	GTOP-AK231	GTOP-CC241	GTOP-CC241	0.0015	1
GTOP-AK231	GTOP-AK231	GTOP-CC251	GTOP-CC251	-0.0077	1
GTOP-AK231	GTOP-AK231	GTOP-CC291	GTOP-CC291	-0.0034	0.994
GTOP-AK231	GTOP-AK231	GTOP-CC311	GTOP-CC311	-0.0063	1
GTOP-AK231	GTOP-AK231	GTOP-CD021	GTOP-CD021	-0.0013	1
GTOP-AK231	GTOP-AK231	GTOP-CD121	GTOP-CD121	-0.0023	1
GTOP-AK231	GTOP-AK231	GTOP-CE111	GTOP-CE111	-0.0021	0.9795
GTOP-AK231	GTOP-AK231	GTOP-CE131	GTOP-CE131	-0.0061	1
GTOP-AK231	GTOP-AK231	GTOP-CE141	GTOP-CE141	1e-04	0.9901
GTOP-AK231	GTOP-AK231	GTOP-CE161	GTOP-CE161	-0.0071	1
GTOP-AK231	GTOP-AK231	GTOP-CF011	GTOP-CF011	-6e-04	1
GTOP-AK231	GTOP-AK231	GTOP-CF051	GTOP-CF051	1e-04	1
GTOP-AK231	GTOP-AK231	GTOP-CF121	GTOP-CF121	-0.0026	0.9818
GTOP-AK231	GTOP-AK231	GTOP-CF201	GTOP-CF201	-0.0017	0.9732
GTOP-AK231	GTOP-AK231	GTOP-CF221	GTOP-CF221	-0.0024	0.9851
GTOP-AK231	GTOP-AK231	GTOP-CF241	GTOP-CF241	-0.002	0.9888
GTOP-AK231	GTOP-AK231	GTOP-CF242	GTOP-CF242	-0.0058	1
GTOP-AK231	GTOP-AK231	GTOP-CF301	GTOP-CF301	-0.0025	0.993
GTOP-AK231	GTOP-AK231	GTOP-CG041	GTOP-CG041	-0.0011	0.995
GTOP-AK231	GTOP-AK231	GTOP-CG061	GTOP-CG061	-0.0095	1
GTOP-AK231	GTOP-AK231	GTOP-CG071	GTOP-CG071	3e-04	0.9799
GTOP-AK231	GTOP-AK231	GTOP-CG091	GTOP-CG091	-0.0065	1
GTOP-AK231	GTOP-AK231	GTOP-CG111	GTOP-CG111	-2e-04	0.9789
GTOP-AK281	GTOP-AK281	GTOP-CB281	GTOP-CB281	0.0048	0.9829
GTOP-AK281	GTOP-AK281	GTOP-CC031	GTOP-CC031	0.0026	0.9942
GTOP-AK281	GTOP-AK281	GTOP-CC041	GTOP-CC041	0.0028	1
GTOP-AK281	GTOP-AK281	GTOP-CC061	GTOP-CC061	0.0047	0.9821
GTOP-AK281	GTOP-AK281	GTOP-CC121	GTOP-CC121	0.0058	0.9838
GTOP-AK281	GTOP-AK281	GTOP-CC131	GTOP-CC131	0.0039	1
GTOP-AK281	GTOP-AK281	GTOP-CC141	GTOP-CC141	0.002	1
GTOP-AK281	GTOP-AK281	GTOP-CC201	GTOP-CC201	0.0035	1
GTOP-AK281	GTOP-AK281	GTOP-CC231	GTOP-CC231	0.0048	0.9943
GTOP-AK281	GTOP-AK281	GTOP-CC241	GTOP-CC241	0	1
GTOP-AK281	GTOP-AK281	GTOP-CC251	GTOP-CC251	0.0043	1
GTOP-AK281	GTOP-AK281	GTOP-CC291	GTOP-CC291	0.0042	1
GTOP-AK281	GTOP-AK281	GTOP-CC311	GTOP-CC311	0.0047	0.989
GTOP-AK281	GTOP-AK281	GTOP-CD021	GTOP-CD021	-3e-04	1
GTOP-AK281	GTOP-AK281	GTOP-CD121	GTOP-CD121	0.0047	0.9948
GTOP-AK281	GTOP-AK281	GTOP-CE111	GTOP-CE111	0.0047	0.9857
GTOP-AK281	GTOP-AK281	GTOP-CE131	GTOP-CE131	-2e-04	1
GTOP-AK281	GTOP-AK281	GTOP-CE141	GTOP-CE141	0.0062	1
GTOP-AK281	GTOP-AK281	GTOP-CE161	GTOP-CE161	0.0062	1
GTOP-AK281	GTOP-AK281	GTOP-CF011	GTOP-CF011	0.0054	1
GTOP-AK281	GTOP-AK281	GTOP-CF051	GTOP-CF051	0.0049	1
GTOP-AK281	GTOP-AK281	GTOP-CF121	GTOP-CF121	0.0055	0.9877
GTOP-AK281	GTOP-AK281	GTOP-CF201	GTOP-CF201	0.0063	0.9839
GTOP-AK281	GTOP-AK281	GTOP-CF221	GTOP-CF221	0.006	0.9892
GTOP-AK281	GTOP-AK281	GTOP-CF241	GTOP-CF241	0.0064	0.9847
GTOP-AK281	GTOP-AK281	GTOP-CF242	GTOP-CF242	-0.0013	1
GTOP-AK281	GTOP-AK281	GTOP-CF301	GTOP-CF301	0.0035	1
GTOP-AK281	GTOP-AK281	GTOP-CG041	GTOP-CG041	0.0045	1
GTOP-AK281	GTOP-AK281	GTOP-CG061	GTOP-CG061	0.006	0.9857
GTOP-AK281	GTOP-AK281	GTOP-CG071	GTOP-CG071	0.008	0.9845
GTOP-AK281	GTOP-AK281	GTOP-CG091	GTOP-CG091	0.0022	1
GTOP-AK281	GTOP-AK281	GTOP-CG111	GTOP-CG111	0.0064	0.9734
GTOP-AL091	GTOP-AL091	GTOP-CB281	GTOP-CB281	-0.0089	1
GTOP-AL091	GTOP-AL091	GTOP-CC031	GTOP-CC031	-0.0165	1
GTOP-AL091	GTOP-AL091	GTOP-CC041	GTOP-CC041	-0.0115	1
GTOP-AL091	GTOP-AL091	GTOP-CC061	GTOP-CC061	-0.0148	1
GTOP-AL091	GTOP-AL091	GTOP-CC121	GTOP-CC121	-0.0087	1
GTOP-AL091	GTOP-AL091	GTOP-CC131	GTOP-CC131	-0.0124	1
GTOP-AL091	GTOP-AL091	GTOP-CC141	GTOP-CC141	-0.0149	1
GTOP-AL091	GTOP-AL091	GTOP-CC201	GTOP-CC201	-0.0129	1
GTOP-AL091	GTOP-AL091	GTOP-CC231	GTOP-CC231	-0.0117	1
GTOP-AL091	GTOP-AL091	GTOP-CC241	GTOP-CC241	-0.0074	1
GTOP-AL091	GTOP-AL091	GTOP-CC251	GTOP-CC251	-0.0122	1
GTOP-AL091	GTOP-AL091	GTOP-CC291	GTOP-CC291	-0.0096	1
GTOP-AL091	GTOP-AL091	GTOP-CC311	GTOP-CC311	-0.009	1
GTOP-AL091	GTOP-AL091	GTOP-CD021	GTOP-CD021	-0.0111	1
GTOP-AL091	GTOP-AL091	GTOP-CD121	GTOP-CD121	-0.008	1
GTOP-AL091	GTOP-AL091	GTOP-CE111	GTOP-CE111	-0.0112	1
GTOP-AL091	GTOP-AL091	GTOP-CE131	GTOP-CE131	-0.0088	1
GTOP-AL091	GTOP-AL091	GTOP-CE141	GTOP-CE141	-0.0069	1
GTOP-AL091	GTOP-AL091	GTOP-CE161	GTOP-CE161	-0.011	1
GTOP-AL091	GTOP-AL091	GTOP-CF011	GTOP-CF011	-0.0088	1
GTOP-AL091	GTOP-AL091	GTOP-CF051	GTOP-CF051	-0.0074	1
GTOP-AL091	GTOP-AL091	GTOP-CF121	GTOP-CF121	-0.0108	1
GTOP-AL091	GTOP-AL091	GTOP-CF201	GTOP-CF201	-0.0109	1
GTOP-AL091	GTOP-AL091	GTOP-CF221	GTOP-CF221	-0.0109	1
GTOP-AL091	GTOP-AL091	GTOP-CF241	GTOP-CF241	-0.0086	1
GTOP-AL091	GTOP-AL091	GTOP-CF242	GTOP-CF242	-0.0111	1
GTOP-AL091	GTOP-AL091	GTOP-CF301	GTOP-CF301	-0.0096	1
GTOP-AL091	GTOP-AL091	GTOP-CG041	GTOP-CG041	-0.0072	1
GTOP-AL091	GTOP-AL091	GTOP-CG061	GTOP-CG061	-0.0157	1
GTOP-AL091	GTOP-AL091	GTOP-CG071	GTOP-CG071	-0.0084	1
GTOP-AL091	GTOP-AL091	GTOP-CG091	GTOP-CG091	-0.0154	1
GTOP-AL091	GTOP-AL091	GTOP-CG111	GTOP-CG111	-0.0063	0.9772
GTOP-AL121	GTOP-AL121	GTOP-CB281	GTOP-CB281	-0.0692	1
GTOP-AL121	GTOP-AL121	GTOP-CC031	GTOP-CC031	-0.0776	1
GTOP-AL121	GTOP-AL121	GTOP-CC041	GTOP-CC041	-0.0739	1
GTOP-AL121	GTOP-AL121	GTOP-CC061	GTOP-CC061	-0.0793	1
GTOP-AL121	GTOP-AL121	GTOP-CC121	GTOP-CC121	-0.0709	1
GTOP-AL121	GTOP-AL121	GTOP-CC131	GTOP-CC131	-0.075	1
GTOP-AL121	GTOP-AL121	GTOP-CC141	GTOP-CC141	-0.076	1
GTOP-AL121	GTOP-AL121	GTOP-CC201	GTOP-CC201	-0.0746	1
GTOP-AL121	GTOP-AL121	GTOP-CC231	GTOP-CC231	-0.0708	1
GTOP-AL121	GTOP-AL121	GTOP-CC241	GTOP-CC241	-0.0702	1
GTOP-AL121	GTOP-AL121	GTOP-CC251	GTOP-CC251	-0.0756	1
GTOP-AL121	GTOP-AL121	GTOP-CC291	GTOP-CC291	-0.0712	1
GTOP-AL121	GTOP-AL121	GTOP-CC311	GTOP-CC311	-0.0748	1
GTOP-AL121	GTOP-AL121	GTOP-CD021	GTOP-CD021	-0.0738	1
GTOP-AL121	GTOP-AL121	GTOP-CD121	GTOP-CD121	-0.0702	1
GTOP-AL121	GTOP-AL121	GTOP-CE111	GTOP-CE111	-0.0758	1
GTOP-AL121	GTOP-AL121	GTOP-CE131	GTOP-CE131	-0.0715	1
GTOP-AL121	GTOP-AL121	GTOP-CE141	GTOP-CE141	-0.0694	1
GTOP-AL121	GTOP-AL121	GTOP-CE161	GTOP-CE161	-0.0731	1
GTOP-AL121	GTOP-AL121	GTOP-CF011	GTOP-CF011	-0.071	1
GTOP-AL121	GTOP-AL121	GTOP-CF051	GTOP-CF051	-0.0662	1
GTOP-AL121	GTOP-AL121	GTOP-CF121	GTOP-CF121	-0.0725	1
GTOP-AL121	GTOP-AL121	GTOP-CF201	GTOP-CF201	-0.0717	1
GTOP-AL121	GTOP-AL121	GTOP-CF221	GTOP-CF221	-0.0737	1
GTOP-AL121	GTOP-AL121	GTOP-CF241	GTOP-CF241	-0.0721	1
GTOP-AL121	GTOP-AL121	GTOP-CF242	GTOP-CF242	-0.0748	1
GTOP-AL121	GTOP-AL121	GTOP-CF301	GTOP-CF301	-0.0733	1
GTOP-AL121	GTOP-AL121	GTOP-CG041	GTOP-CG041	-0.0708	1
GTOP-AL121	GTOP-AL121	GTOP-CG061	GTOP-CG061	-0.0778	1
GTOP-AL121	GTOP-AL121	GTOP-CG071	GTOP-CG071	-0.0719	1
GTOP-AL121	GTOP-AL121	GTOP-CG091	GTOP-CG091	-0.0763	1
GTOP-AL121	GTOP-AL121	GTOP-CG111	GTOP-CG111	-0.0695	1
GTOP-AL271	GTOP-AL271	GTOP-CB281	GTOP-CB281	-0.0024	0.982
GTOP-AL271	GTOP-AL271	GTOP-CC031	GTOP-CC031	-0.0087	0.996
GTOP-AL271	GTOP-AL271	GTOP-CC041	GTOP-CC041	-0.0056	1
GTOP-AL271	GTOP-AL271	GTOP-CC061	GTOP-CC061	-0.0074	1
GTOP-AL271	GTOP-AL271	GTOP-CC121	GTOP-CC121	-0.0023	1
GTOP-AL271	GTOP-AL271	GTOP-CC131	GTOP-CC131	-0.0075	1
GTOP-AL271	GTOP-AL271	GTOP-CC141	GTOP-CC141	-0.0057	1
GTOP-AL271	GTOP-AL271	GTOP-CC201	GTOP-CC201	-0.0064	1
GTOP-AL271	GTOP-AL271	GTOP-CC231	GTOP-CC231	-0.0054	1
GTOP-AL271	GTOP-AL271	GTOP-CC241	GTOP-CC241	-0.0017	1
GTOP-AL271	GTOP-AL271	GTOP-CC251	GTOP-CC251	-0.006	0.9944
GTOP-AL271	GTOP-AL271	GTOP-CC291	GTOP-CC291	-0.0056	1
GTOP-AL271	GTOP-AL271	GTOP-CC311	GTOP-CC311	-0.0042	1
GTOP-AL271	GTOP-AL271	GTOP-CD021	GTOP-CD021	-0.0026	1
GTOP-AL271	GTOP-AL271	GTOP-CD121	GTOP-CD121	6e-04	0.9927
GTOP-AL271	GTOP-AL271	GTOP-CE111	GTOP-CE111	-0.005	1
GTOP-AL271	GTOP-AL271	GTOP-CE131	GTOP-CE131	-0.0033	1
GTOP-AL271	GTOP-AL271	GTOP-CE141	GTOP-CE141	-0.0036	1
GTOP-AL271	GTOP-AL271	GTOP-CE161	GTOP-CE161	-0.0027	0.9946
GTOP-AL271	GTOP-AL271	GTOP-CF011	GTOP-CF011	-4e-04	1
GTOP-AL271	GTOP-AL271	GTOP-CF051	GTOP-CF051	-5e-04	0.9922
GTOP-AL271	GTOP-AL271	GTOP-CF121	GTOP-CF121	1e-04	0.978
GTOP-AL271	GTOP-AL271	GTOP-CF201	GTOP-CF201	-0.0049	0.9883
GTOP-AL271	GTOP-AL271	GTOP-CF221	GTOP-CF221	-0.0042	0.9943
GTOP-AL271	GTOP-AL271	GTOP-CF241	GTOP-CF241	-0.0037	1
GTOP-AL271	GTOP-AL271	GTOP-CF242	GTOP-CF242	-0.0059	1
GTOP-AL271	GTOP-AL271	GTOP-CF301	GTOP-CF301	-7e-04	0.9898
GTOP-AL271	GTOP-AL271	GTOP-CG041	GTOP-CG041	-0.0023	1
GTOP-AL271	GTOP-AL271	GTOP-CG061	GTOP-CG061	-0.0058	0.9774
GTOP-AL271	GTOP-AL271	GTOP-CG071	GTOP-CG071	-0.0012	0.9845
GTOP-AL271	GTOP-AL271	GTOP-CG091	GTOP-CG091	-0.0044	0.9804
GTOP-AL271	GTOP-AL271	GTOP-CG111	GTOP-CG111	-0.0023	0.9907
GTOP-BA041	GTOP-BA041	GTOP-CB281	GTOP-CB281	-0.0035	0.9892
GTOP-BA041	GTOP-BA041	GTOP-CC031	GTOP-CC031	-0.0093	0.9945
GTOP-BA041	GTOP-BA041	GTOP-CC041	GTOP-CC041	-0.0068	1
GTOP-BA041	GTOP-BA041	GTOP-CC061	GTOP-CC061	-0.0113	1
GTOP-BA041	GTOP-BA041	GTOP-CC121	GTOP-CC121	-0.0019	0.9843
GTOP-BA041	GTOP-BA041	GTOP-CC131	GTOP-CC131	-0.0097	1
GTOP-BA041	GTOP-BA041	GTOP-CC141	GTOP-CC141	-0.0089	1
GTOP-BA041	GTOP-BA041	GTOP-CC201	GTOP-CC201	-0.007	1
GTOP-BA041	GTOP-BA041	GTOP-CC231	GTOP-CC231	-0.0037	0.9989
GTOP-BA041	GTOP-BA041	GTOP-CC241	GTOP-CC241	-3e-04	1
GTOP-BA041	GTOP-BA041	GTOP-CC251	GTOP-CC251	-0.0088	1
GTOP-BA041	GTOP-BA041	GTOP-CC291	GTOP-CC291	-0.0036	0.9913
GTOP-BA041	GTOP-BA041	GTOP-CC311	GTOP-CC311	-0.0041	1
GTOP-BA041	GTOP-BA041	GTOP-CD021	GTOP-CD021	-0.0038	1
GTOP-BA041	GTOP-BA041	GTOP-CD121	GTOP-CD121	-0.0022	0.9806
GTOP-BA041	GTOP-BA041	GTOP-CE111	GTOP-CE111	-0.0052	1
GTOP-BA041	GTOP-BA041	GTOP-CE131	GTOP-CE131	-0.0067	1
GTOP-BA041	GTOP-BA041	GTOP-CE141	GTOP-CE141	-0.0027	1
GTOP-BA041	GTOP-BA041	GTOP-CE161	GTOP-CE161	-0.0058	1
GTOP-BA041	GTOP-BA041	GTOP-CF011	GTOP-CF011	-0.0029	1
GTOP-BA041	GTOP-BA041	GTOP-CF051	GTOP-CF051	9e-04	0.9903
GTOP-BA041	GTOP-BA041	GTOP-CF121	GTOP-CF121	-0.0051	1
GTOP-BA041	GTOP-BA041	GTOP-CF201	GTOP-CF201	-0.0036	0.9875
GTOP-BA041	GTOP-BA041	GTOP-CF221	GTOP-CF221	-0.006	1
GTOP-BA041	GTOP-BA041	GTOP-CF241	GTOP-CF241	-0.0031	1
GTOP-BA041	GTOP-BA041	GTOP-CF242	GTOP-CF242	-0.0065	1
GTOP-BA041	GTOP-BA041	GTOP-CF301	GTOP-CF301	-0.0054	1
GTOP-BA041	GTOP-BA041	GTOP-CG041	GTOP-CG041	-9e-04	0.9896
GTOP-BA041	GTOP-BA041	GTOP-CG061	GTOP-CG061	-0.0104	1
GTOP-BA041	GTOP-BA041	GTOP-CG071	GTOP-CG071	-0.0035	0.9902
GTOP-BA041	GTOP-BA041	GTOP-CG091	GTOP-CG091	-0.0077	1
GTOP-BA041	GTOP-BA041	GTOP-CG111	GTOP-CG111	-0.0039	0.9824
GTOP-BA081	GTOP-BA081	GTOP-CB281	GTOP-CB281	-0.0021	1
GTOP-BA081	GTOP-BA081	GTOP-CC031	GTOP-CC031	-0.0055	0.9763
GTOP-BA081	GTOP-BA081	GTOP-CC041	GTOP-CC041	-0.0063	1
GTOP-BA081	GTOP-BA081	GTOP-CC061	GTOP-CC061	-0.0039	0.9909
GTOP-BA081	GTOP-BA081	GTOP-CC121	GTOP-CC121	1e-04	0.9763
GTOP-BA081	GTOP-BA081	GTOP-CC131	GTOP-CC131	-0.0073	1
GTOP-BA081	GTOP-BA081	GTOP-CC141	GTOP-CC141	-0.0063	1
GTOP-BA081	GTOP-BA081	GTOP-CC201	GTOP-CC201	-0.0033	1
GTOP-BA081	GTOP-BA081	GTOP-CC231	GTOP-CC231	-1e-04	1
GTOP-BA081	GTOP-BA081	GTOP-CC241	GTOP-CC241	5e-04	1
GTOP-BA081	GTOP-BA081	GTOP-CC251	GTOP-CC251	-0.003	0.9975
GTOP-BA081	GTOP-BA081	GTOP-CC291	GTOP-CC291	9e-04	0.988
