gene	gene_id	module_MEnumber	module_Color
80365	ENST00000631687.2	ME1	turquoise
80367	ENST00000631744.1	ME1	turquoise
80369	ENST00000631772.1	ME1	turquoise
80370	ENST00000631797.1	ME1	turquoise
80372	ENST00000631832.1	ME1	turquoise
80373	ENST00000631857.1	ME7	black
80378	ENST00000631988.1	ME1	turquoise
80380	ENST00000632044.2	ME2	blue
80381	ENST00000632058.1	ME3	brown
80383	ENST00000632077.2	ME1	turquoise
80385	ENST00000632102.1	ME1	turquoise
80387	ENST00000632169.1	ME3	brown
80388	ENST00000632192.1	ME1	turquoise
80389	ENST00000632202.1	ME12	tan
80390	ENST00000632210.1	ME1	turquoise
80391	ENST00000632230.1	ME22	darkgreen
80392	ENST00000632252.1	ME1	turquoise
80393	ENST00000632280.1	ME9	magenta
80394	ENST00000632292.1	ME1	turquoise
80395	ENST00000632314.1	ME3	brown
80396	ENST00000632315.1	ME6	red
80399	ENST00000632370.1	ME1	turquoise
80400	ENST00000632375.1	ME1	turquoise
80401	ENST00000632397.1	ME1	turquoise
80406	ENST00000632460.1	ME4	yellow
80407	ENST00000632484.1	ME5	green
80408	ENST00000632506.1	ME1	turquoise
80410	ENST00000632547.2	ME1	turquoise
80414	ENST00000632624.3	ME1	turquoise
80415	ENST00000632627.1	ME1	turquoise
80417	ENST00000632657.1	ME1	turquoise
80418	ENST00000632685.1	ME5	green
80420	ENST00000632751.2	ME1	turquoise
80421	ENST00000632757.2	ME3	brown
80425	ENST00000632800.1	ME3	brown
80426	ENST00000632820.1	ME1	turquoise
80429	ENST00000632919.1	ME2	blue
80430	ENST00000632964.1	ME2	blue
80431	ENST00000633055.1	ME2	blue
80432	ENST00000633056.1	ME1	turquoise
80433	ENST00000633063.3	ME2	blue
80434	ENST00000633077.2	ME2	blue
80435	ENST00000633080.1	ME2	blue
80438	ENST00000633136.2	ME4	yellow
80439	ENST00000633140.1	ME1	turquoise
80440	ENST00000633154.1	ME1	turquoise
80442	ENST00000633167.1	ME1	turquoise
80443	ENST00000633169.1	ME1	turquoise
80444	ENST00000633200.1	ME1	turquoise
80445	ENST00000633280.1	ME4	yellow
80446	ENST00000633295.1	ME1	turquoise
80447	ENST00000633317.1	ME2	blue
80449	ENST00000633364.1	ME2	blue
80450	ENST00000633367.1	ME5	green
80451	ENST00000633372.1	ME3	brown
80452	ENST00000633438.1	ME4	yellow
80453	ENST00000633445.2	ME8	pink
80454	ENST00000633485.1	ME5	green
80456	ENST00000633552.1	ME1	turquoise
80457	ENST00000633556.3	ME1	turquoise
80461	ENST00000633674.1	ME1	turquoise
80463	ENST00000633710.1	ME4	yellow
80464	ENST00000633719.1	ME1	turquoise
80466	ENST00000633794.1	ME2	blue
80468	ENST00000633814.2	ME1	turquoise
80470	ENST00000633867.1	ME1	turquoise
80471	ENST00000633881.1	ME3	brown
80472	ENST00000633895.1	ME1	turquoise
80474	ENST00000633930.2	ME5	green
80475	ENST00000633942.1	ME4	yellow
80477	ENST00000633965.1	ME5	green
80478	ENST00000633979.1	ME2	blue
80479	ENST00000634017.1	ME19	lightyellow
80480	ENST00000634054.1	ME1	turquoise
80481	ENST00000634080.1	ME4	yellow
80482	ENST00000634086.1	ME6	red
80483	ENST00000634100.2	ME1	turquoise
80484	ENST00000634178.1	ME3	brown
80485	ENST00000634188.1	ME3	brown
80486	ENST00000634222.1	ME4	yellow
80487	ENST00000634225.2	ME6	red
80488	ENST00000634247.1	ME3	brown
80490	ENST00000634258.3	ME1	turquoise
80491	ENST00000634264.1	ME4	yellow
80493	ENST00000634281.1	ME2	blue
80494	ENST00000634285.1	ME3	brown
80496	ENST00000634300.1	ME1	turquoise
80497	ENST00000634311.1	ME1	turquoise
80498	ENST00000634317.1	ME1	turquoise
80501	ENST00000634348.1	ME1	turquoise
80503	ENST00000634357.1	ME1	turquoise
80504	ENST00000634363.1	ME4	yellow
80505	ENST00000634374.1	ME2	blue
80506	ENST00000634379.2	ME3	brown
80510	ENST00000634403.1	ME3	brown
80511	ENST00000634418.1	ME2	blue
80512	ENST00000634422.1	ME3	brown
80513	ENST00000634429.1	ME1	turquoise
80515	ENST00000634436.1	ME16	lightcyan
80516	ENST00000634447.1	ME4	yellow
80517	ENST00000634465.1	ME1	turquoise
80518	ENST00000634467.1	ME1	turquoise
80520	ENST00000634484.1	ME2	blue
80521	ENST00000634486.1	ME1	turquoise
80522	ENST00000634487.1	ME4	yellow
80523	ENST00000634495.2	ME1	turquoise
80524	ENST00000634501.1	ME2	blue
80525	ENST00000634503.1	ME3	brown
80526	ENST00000634509.1	ME1	turquoise
80527	ENST00000634516.1	ME2	blue
80528	ENST00000634535.1	ME1	turquoise
80532	ENST00000634560.1	ME7	black
80533	ENST00000634568.1	ME1	turquoise
80536	ENST00000634591.1	ME3	brown
80537	ENST00000634596.3	ME2	blue
80538	ENST00000634600.1	ME5	green
80539	ENST00000634604.2	ME2	blue
80542	ENST00000634613.1	ME19	lightyellow
80544	ENST00000634618.1	ME1	turquoise
80545	ENST00000634620.1	ME3	brown
80547	ENST00000634630.3	ME1	turquoise
80549	ENST00000634639.1	ME4	yellow
80551	ENST00000634645.1	ME1	turquoise
80554	ENST00000634658.1	ME8	pink
80561	ENST00000634711.1	ME18	lightgreen
80563	ENST00000634721.1	ME1	turquoise
80564	ENST00000634722.1	ME1	turquoise
80566	ENST00000634733.1	ME4	yellow
80567	ENST00000634734.3	ME2	blue
80568	ENST00000634739.1	ME4	yellow
80569	ENST00000634760.1	ME5	green
80573	ENST00000634778.1	ME1	turquoise
80574	ENST00000634783.1	ME1	turquoise
80575	ENST00000634787.1	ME1	turquoise
80577	ENST00000634839.1	ME1	turquoise
80582	ENST00000634871.1	ME2	blue
80584	ENST00000634889.1	ME3	brown
80586	ENST00000634905.3	ME1	turquoise
80588	ENST00000634912.1	ME1	turquoise
80591	ENST00000634942.2	ME1	turquoise
80596	ENST00000634965.3	ME1	turquoise
80597	ENST00000634971.2	ME1	turquoise
80599	ENST00000634994.1	ME1	turquoise
80602	ENST00000635015.1	ME3	brown
80604	ENST00000635031.2	ME5	green
80605	ENST00000635033.1	ME4	yellow
80606	ENST00000635045.1	ME2	blue
80610	ENST00000635077.1	ME6	red
80611	ENST00000635081.1	ME1	turquoise
80612	ENST00000635083.1	ME1	turquoise
80613	ENST00000635085.1	ME1	turquoise
80615	ENST00000635107.1	ME2	blue
80616	ENST00000635110.1	ME1	turquoise
80618	ENST00000635123.1	ME2	blue
80620	ENST00000635129.1	ME1	turquoise
80623	ENST00000635152.1	ME1	turquoise
80624	ENST00000635155.1	ME1	turquoise
80625	ENST00000635164.1	ME33	darkolivegreen
80628	ENST00000635185.1	ME1	turquoise
80629	ENST00000635197.1	ME14	cyan
80631	ENST00000635206.3	ME1	turquoise
80632	ENST00000635226.1	ME3	brown
80634	ENST00000635239.1	ME4	yellow
80635	ENST00000635248.1	ME16	lightcyan
80636	ENST00000635251.1	ME1	turquoise
80638	ENST00000635257.1	ME1	turquoise
80639	ENST00000635258.1	ME1	turquoise
80640	ENST00000635259.1	ME1	turquoise
80642	ENST00000635290.1	ME2	blue
80647	ENST00000635347.1	ME20	royalblue
80648	ENST00000635348.1	ME1	turquoise
80650	ENST00000635383.1	ME15	midnightblue
80651	ENST00000635386.1	ME3	brown
80652	ENST00000635397.1	ME1	turquoise
80653	ENST00000635405.2	ME2	blue
80658	ENST00000635449.1	ME1	turquoise
80661	ENST00000635480.1	ME2	blue
80662	ENST00000635481.1	ME1	turquoise
80663	ENST00000635495.1	ME14	cyan
80664	ENST00000635496.2	ME1	turquoise
80667	ENST00000635504.1	ME4	yellow
80669	ENST00000635520.2	ME2	blue
80670	ENST00000635524.1	ME4	yellow
80672	ENST00000635536.2	ME2	blue
80673	ENST00000635538.1	ME1	turquoise
80674	ENST00000635540.2	ME1	turquoise
80675	ENST00000635543.1	ME2	blue
80677	ENST00000635552.1	ME1	turquoise
80678	ENST00000635554.1	ME3	brown
80680	ENST00000635591.1	ME1	turquoise
80682	ENST00000635600.2	ME1	turquoise
80684	ENST00000635618.1	ME2	blue
80687	ENST00000635626.1	ME1	turquoise
80688	ENST00000635630.1	ME1	turquoise
80689	ENST00000635633.1	ME2	blue
80692	ENST00000635647.1	ME1	turquoise
80693	ENST00000635652.1	ME1	turquoise
80694	ENST00000635664.1	ME4	yellow
80697	ENST00000635682.1	ME4	yellow
80698	ENST00000635687.1	ME1	turquoise
80699	ENST00000635691.1	ME1	turquoise
80701	ENST00000635721.1	ME6	red
80703	ENST00000635731.1	ME1	turquoise
80704	ENST00000635736.2	ME7	black
80705	ENST00000635739.1	ME1	turquoise
80707	ENST00000635746.1	ME1	turquoise
80708	ENST00000635749.1	ME1	turquoise
80710	ENST00000635754.1	ME1	turquoise
80711	ENST00000635764.2	ME1	turquoise
80712	ENST00000635765.1	ME4	yellow
80713	ENST00000635767.2	ME21	darkred
80715	ENST00000635775.1	ME2	blue
80716	ENST00000635779.2	ME2	blue
80717	ENST00000635780.1	ME3	brown
80718	ENST00000635796.1	ME1	turquoise
80720	ENST00000635815.1	ME1	turquoise
80721	ENST00000635816.2	ME1	turquoise
80722	ENST00000635817.2	ME1	turquoise
80723	ENST00000635823.2	ME1	turquoise
80724	ENST00000635827.1	ME1	turquoise
80727	ENST00000635841.2	ME23	darkturquoise
80730	ENST00000635849.1	ME2	blue
80732	ENST00000635852.1	ME7	black
80733	ENST00000635853.1	ME1	turquoise
80735	ENST00000635858.1	ME1	turquoise
80736	ENST00000635866.1	ME3	brown
80737	ENST00000635873.1	ME2	blue
80740	ENST00000635905.1	ME1	turquoise
80741	ENST00000635906.1	ME2	blue
80742	ENST00000635911.1	ME2	blue
80743	ENST00000635914.1	ME1	turquoise
80744	ENST00000635917.1	ME3	brown
80745	ENST00000635928.1	ME1	turquoise
80746	ENST00000635932.1	ME2	blue
80747	ENST00000635933.1	ME1	turquoise
80749	ENST00000635935.1	ME1	turquoise
80750	ENST00000635938.3	ME2	blue
80751	ENST00000635939.1	ME1	turquoise
80752	ENST00000635942.2	ME3	brown
80753	ENST00000635944.1	ME4	yellow
80754	ENST00000635953.1	ME1	turquoise
80757	ENST00000635968.2	ME1	turquoise
80758	ENST00000635969.1	ME1	turquoise
80761	ENST00000635977.1	ME1	turquoise
80762	ENST00000635983.1	ME1	turquoise
80765	ENST00000635992.1	ME1	turquoise
80766	ENST00000635996.1	ME1	turquoise
80769	ENST00000636016.2	ME1	turquoise
80770	ENST00000636017.1	ME1	turquoise
80775	ENST00000636029.1	ME2	blue
80778	ENST00000636036.1	ME1	turquoise
80779	ENST00000636039.1	ME1	turquoise
80781	ENST00000636051.1	ME5	green
80782	ENST00000636052.2	ME1	turquoise
80783	ENST00000636056.2	ME5	green
80785	ENST00000636062.1	ME1	turquoise
80787	ENST00000636067.1	ME2	blue
80790	ENST00000636077.2	ME3	brown
80791	ENST00000636079.2	ME1	turquoise
80792	ENST00000636090.1	ME1	turquoise
80793	ENST00000636091.1	ME1	turquoise
80794	ENST00000636099.1	ME1	turquoise
80795	ENST00000636100.1	ME4	yellow
80797	ENST00000636107.1	ME2	blue
80798	ENST00000636110.1	ME1	turquoise
80799	ENST00000636114.2	ME2	blue
80800	ENST00000636119.1	ME2	blue
80801	ENST00000636120.1	ME5	green
80807	ENST00000636157.1	ME3	brown
80808	ENST00000636159.2	ME3	brown
80810	ENST00000636161.1	ME2	blue
80811	ENST00000636169.1	ME1	turquoise
80813	ENST00000636174.2	ME2	blue
80817	ENST00000636190.1	ME1	turquoise
80818	ENST00000636203.1	ME2	blue
80819	ENST00000636204.1	ME1	turquoise
80820	ENST00000636205.1	ME1	turquoise
80822	ENST00000636210.2	ME2	blue
80823	ENST00000636215.2	ME5	green
80824	ENST00000636218.1	ME1	turquoise
80825	ENST00000636219.1	ME5	green
80828	ENST00000636227.1	ME3	brown
80829	ENST00000636234.1	ME1	turquoise
80831	ENST00000636247.1	ME1	turquoise
80832	ENST00000636250.1	ME1	turquoise
80833	ENST00000636254.1	ME3	brown
80835	ENST00000636265.1	ME5	green
80836	ENST00000636279.1	ME1	turquoise
80837	ENST00000636280.1	ME1	turquoise
80838	ENST00000636283.1	ME3	brown
80841	ENST00000636295.1	ME3	brown
80842	ENST00000636308.1	ME1	turquoise
80843	ENST00000636319.1	ME1	turquoise
80844	ENST00000636341.1	ME1	turquoise
80845	ENST00000636343.1	ME1	turquoise
80847	ENST00000636354.2	ME2	blue
80849	ENST00000636363.1	ME1	turquoise
80850	ENST00000636386.1	ME1	turquoise
80853	ENST00000636397.1	ME2	blue
80855	ENST00000636402.1	ME1	turquoise
80856	ENST00000636405.1	ME2	blue
80858	ENST00000636422.1	ME1	turquoise
80859	ENST00000636426.1	ME1	turquoise
80861	ENST00000636429.1	ME3	brown
80862	ENST00000636430.1	ME2	blue
80863	ENST00000636432.1	ME11	greenyellow
80865	ENST00000636435.1	ME3	brown
80869	ENST00000636466.1	ME8	pink
80871	ENST00000636471.1	ME2	blue
80872	ENST00000636484.1	ME1	turquoise
80875	ENST00000636500.1	ME2	blue
80876	ENST00000636503.1	ME1	turquoise
80879	ENST00000636520.1	ME1	turquoise
80880	ENST00000636523.1	ME2	blue
80883	ENST00000636554.1	ME1	turquoise
80884	ENST00000636557.1	ME1	turquoise
80885	ENST00000636559.1	ME1	turquoise
80888	ENST00000636564.1	ME2	blue
80889	ENST00000636569.1	ME4	yellow
80893	ENST00000636581.2	ME20	royalblue
80894	ENST00000636584.2	ME4	yellow
80895	ENST00000636594.1	ME1	turquoise
80898	ENST00000636615.1	ME2	blue
80899	ENST00000636616.1	ME1	turquoise
80900	ENST00000636621.1	ME1	turquoise
80901	ENST00000636622.2	ME2	blue
80902	ENST00000636625.1	ME2	blue
80903	ENST00000636627.2	ME8	pink
80905	ENST00000636632.1	ME1	turquoise
80906	ENST00000636639.1	ME2	blue
80908	ENST00000636659.1	ME2	blue
80909	ENST00000636661.1	ME1	turquoise
80913	ENST00000636673.1	ME1	turquoise
80915	ENST00000636691.1	ME3	brown
80916	ENST00000636694.1	ME3	brown
80917	ENST00000636697.1	ME1	turquoise
80920	ENST00000636705.1	ME10	purple
80921	ENST00000636706.1	ME1	turquoise
80924	ENST00000636709.1	ME1	turquoise
80926	ENST00000636713.1	ME1	turquoise
80928	ENST00000636722.1	ME1	turquoise
80929	ENST00000636728.1	ME2	blue
80933	ENST00000636748.1	ME1	turquoise
80934	ENST00000636764.2	ME4	yellow
80935	ENST00000636767.2	ME2	blue
80936	ENST00000636771.1	ME23	darkturquoise
80938	ENST00000636776.1	ME4	yellow
80939	ENST00000636780.2	ME2	blue
80941	ENST00000636789.1	ME1	turquoise
80942	ENST00000636790.1	ME2	blue
80943	ENST00000636805.2	ME5	green
80944	ENST00000636820.1	ME2	blue
80945	ENST00000636822.2	ME1	turquoise
80946	ENST00000636824.1	ME1	turquoise
80947	ENST00000636830.1	ME1	turquoise
80948	ENST00000636831.1	ME1	turquoise
80951	ENST00000636838.1	ME1	turquoise
80952	ENST00000636843.1	ME3	brown
80953	ENST00000636847.1	ME4	yellow
80955	ENST00000636853.1	ME1	turquoise
80956	ENST00000636854.3	ME3	brown
80957	ENST00000636859.1	ME4	yellow
80959	ENST00000636867.1	ME4	yellow
80962	ENST00000636882.1	ME4	yellow
80964	ENST00000636887.1	ME2	blue
80965	ENST00000636892.1	ME1	turquoise
80967	ENST00000636898.1	ME1	turquoise
80968	ENST00000636900.1	ME1	turquoise
80969	ENST00000636903.1	ME11	greenyellow
80971	ENST00000636909.1	ME1	turquoise
80974	ENST00000636930.2	ME10	purple
80975	ENST00000636933.2	ME5	green
80977	ENST00000636937.2	ME1	turquoise
80978	ENST00000636940.1	ME1	turquoise
80979	ENST00000636958.1	ME1	turquoise
80980	ENST00000636962.2	ME2	blue
80981	ENST00000636964.1	ME1	turquoise
80982	ENST00000636966.1	ME1	turquoise
80983	ENST00000636977.1	ME1	turquoise
80984	ENST00000636983.1	ME1	turquoise
80987	ENST00000636993.1	ME1	turquoise
80992	ENST00000637003.1	ME1	turquoise
80993	ENST00000637012.2	ME1	turquoise
80994	ENST00000637014.1	ME3	brown
80999	ENST00000637045.1	ME1	turquoise
81000	ENST00000637046.1	ME7	black
81001	ENST00000637049.1	ME1	turquoise
81002	ENST00000637050.1	ME2	blue
81003	ENST00000637053.1	ME2	blue
81005	ENST00000637062.1	ME1	turquoise
81006	ENST00000637069.1	ME1	turquoise
81010	ENST00000637088.1	ME1	turquoise
81011	ENST00000637095.1	ME1	turquoise
81015	ENST00000637103.1	ME1	turquoise
81016	ENST00000637106.1	ME1	turquoise
81017	ENST00000637113.1	ME3	brown
81018	ENST00000637117.1	ME1	turquoise
81019	ENST00000637121.1	ME1	turquoise
81020	ENST00000637124.1	ME2	blue
81021	ENST00000637125.1	ME3	brown
81024	ENST00000637153.1	ME1	turquoise
81027	ENST00000637168.1	ME1	turquoise
81028	ENST00000637169.2	ME1	turquoise
81029	ENST00000637170.1	ME1	turquoise
81032	ENST00000637180.1	ME3	brown
81033	ENST00000637181.2	ME5	green
81034	ENST00000637182.1	ME3	brown
81035	ENST00000637187.2	ME4	yellow
81037	ENST00000637192.1	ME1	turquoise
81038	ENST00000637195.1	ME1	turquoise
81039	ENST00000637196.2	ME1	turquoise
81041	ENST00000637200.1	ME1	turquoise
81043	ENST00000637208.1	ME1	turquoise
81047	ENST00000637238.1	ME1	turquoise
81048	ENST00000637239.2	ME1	turquoise
81049	ENST00000637242.1	ME1	turquoise
81050	ENST00000637244.1	ME3	brown
81051	ENST00000637249.1	ME1	turquoise
81054	ENST00000637261.1	ME1	turquoise
81055	ENST00000637263.1	ME2	blue
81056	ENST00000637267.2	ME2	blue
81057	ENST00000637271.1	ME1	turquoise
81058	ENST00000637304.1	ME2	blue
81059	ENST00000637305.1	ME8	pink
81061	ENST00000637310.1	ME1	turquoise
81064	ENST00000637337.1	ME3	brown
81065	ENST00000637340.1	ME2	blue
81066	ENST00000637341.1	ME7	black
81067	ENST00000637343.1	ME3	brown
81068	ENST00000637353.1	ME1	turquoise
81069	ENST00000637358.1	ME1	turquoise
81070	ENST00000637381.2	ME1	turquoise
81072	ENST00000637387.1	ME6	red
81074	ENST00000637392.1	ME1	turquoise
81075	ENST00000637395.1	ME8	pink
81076	ENST00000637397.2	ME2	blue
81079	ENST00000637417.1	ME2	blue
81080	ENST00000637419.1	ME3	brown
81082	ENST00000637438.1	ME1	turquoise
81084	ENST00000637441.1	ME1	turquoise
81085	ENST00000637445.1	ME1	turquoise
81086	ENST00000637463.1	ME1	turquoise
81087	ENST00000637464.2	ME1	turquoise
81089	ENST00000637474.1	ME2	blue
81090	ENST00000637475.1	ME1	turquoise
81091	ENST00000637476.2	ME1	turquoise
81092	ENST00000637481.1	ME5	green
81093	ENST00000637485.1	ME1	turquoise
81094	ENST00000637498.1	ME1	turquoise
81096	ENST00000637507.1	ME5	green
81097	ENST00000637508.1	ME16	lightcyan
81098	ENST00000637513.2	ME2	blue
81101	ENST00000637523.1	ME1	turquoise
81104	ENST00000637539.2	ME26	darkorange
81106	ENST00000637548.1	ME1	turquoise
81107	ENST00000637561.1	ME4	yellow
81109	ENST00000637572.1	ME1	turquoise
81110	ENST00000637574.2	ME2	blue
81111	ENST00000637589.2	ME20	royalblue
81112	ENST00000637601.2	ME2	blue
81114	ENST00000637617.2	ME4	yellow
81115	ENST00000637624.1	ME1	turquoise
81116	ENST00000637625.1	ME1	turquoise
81117	ENST00000637626.1	ME1	turquoise
81118	ENST00000637630.1	ME1	turquoise
81123	ENST00000637651.1	ME2	blue
81128	ENST00000637706.1	ME1	turquoise
81130	ENST00000637722.1	ME1	turquoise
81131	ENST00000637726.1	ME1	turquoise
81133	ENST00000637731.1	ME1	turquoise
81135	ENST00000637751.1	ME3	brown
81136	ENST00000637752.1	ME3	brown
81139	ENST00000637770.2	ME2	blue
81140	ENST00000637771.2	ME2	blue
81142	ENST00000637788.1	ME1	turquoise
81144	ENST00000637790.2	ME3	brown
81146	ENST00000637797.2	ME2	blue
81149	ENST00000637811.1	ME1	turquoise
81150	ENST00000637812.2	ME5	green
81152	ENST00000637833.1	ME1	turquoise
81153	ENST00000637840.1	ME3	brown
81156	ENST00000637848.1	ME1	turquoise
81157	ENST00000637849.1	ME1	turquoise
81160	ENST00000637872.1	ME4	yellow
81162	ENST00000637887.1	ME1	turquoise
81163	ENST00000637888.1	ME2	blue
81164	ENST00000637889.1	ME33	darkolivegreen
81168	ENST00000637898.1	ME3	brown
81170	ENST00000637905.1	ME1	turquoise
81171	ENST00000637910.1	ME1	turquoise
81174	ENST00000637922.1	ME4	yellow
81175	ENST00000637923.2	ME2	blue
81176	ENST00000637933.1	ME1	turquoise
81179	ENST00000637940.2	ME1	turquoise
81180	ENST00000637941.1	ME1	turquoise
81181	ENST00000637942.1	ME2	blue
81183	ENST00000637947.1	ME1	turquoise
81184	ENST00000637951.2	ME2	blue
81186	ENST00000637954.1	ME1	turquoise
81187	ENST00000637963.1	ME1	turquoise
81188	ENST00000637973.1	ME2	blue
81189	ENST00000637992.1	ME2	blue
81192	ENST00000637997.1	ME1	turquoise
81193	ENST00000637999.1	ME2	blue
81194	ENST00000638000.1	ME1	turquoise
81196	ENST00000638010.1	ME1	turquoise
81199	ENST00000638020.1	ME1	turquoise
81200	ENST00000638026.1	ME1	turquoise
81201	ENST00000638028.1	ME3	brown
81202	ENST00000638035.1	ME2	blue
81203	ENST00000638040.1	ME2	blue
81205	ENST00000638053.1	ME2	blue
81206	ENST00000638062.1	ME3	brown
81207	ENST00000638069.1	ME3	brown
81208	ENST00000638071.1	ME1	turquoise
81210	ENST00000638083.1	ME1	turquoise
81211	ENST00000638084.1	ME1	turquoise
81213	ENST00000638087.1	ME1	turquoise
81214	ENST00000638088.2	ME5	green
81215	ENST00000638090.1	ME1	turquoise
81216	ENST00000638099.1	ME33	darkolivegreen
81220	ENST00000638125.1	ME2	blue
81222	ENST00000638141.2	ME1	turquoise
81223	ENST00000638142.2	ME2	blue
81225	ENST00000638153.1	ME1	turquoise
81228	ENST00000638157.1	ME7	black
81229	ENST00000638162.1	ME2	blue
81230	ENST00000638170.2	ME4	yellow
81231	ENST00000638173.1	ME1	turquoise
81232	ENST00000638174.1	ME1	turquoise
81233	ENST00000638175.1	ME1	turquoise
81234	ENST00000638183.1	ME1	turquoise
81236	ENST00000638208.4	ME5	green
81237	ENST00000638210.1	ME20	royalblue
81239	ENST00000638218.1	ME1	turquoise
81240	ENST00000638219.1	ME2	blue
81241	ENST00000638225.1	ME2	blue
81242	ENST00000638228.3	ME1	turquoise
81243	ENST00000638232.1	ME2	blue
81245	ENST00000638241.1	ME3	brown
81248	ENST00000638262.1	ME6	red
81249	ENST00000638263.1	ME1	turquoise
81250	ENST00000638269.1	ME1	turquoise
81251	ENST00000638270.1	ME1	turquoise
81252	ENST00000638275.1	ME1	turquoise
81253	ENST00000638287.1	ME18	lightgreen
81254	ENST00000638289.1	ME2	blue
81256	ENST00000638301.1	ME2	blue
81257	ENST00000638316.1	ME1	turquoise
81259	ENST00000638329.1	ME1	turquoise
81260	ENST00000638331.1	ME7	black
81261	ENST00000638334.1	ME1	turquoise
81265	ENST00000638348.2	ME1	turquoise
81267	ENST00000638358.1	ME2	blue
81269	ENST00000638370.1	ME2	blue
81270	ENST00000638372.1	ME1	turquoise
81274	ENST00000638394.2	ME2	blue
81275	ENST00000638409.1	ME1	turquoise
81278	ENST00000638424.1	ME1	turquoise
81279	ENST00000638426.1	ME1	turquoise
81280	ENST00000638429.1	ME1	turquoise
81282	ENST00000638436.1	ME2	blue
81283	ENST00000638437.1	ME1	turquoise
81285	ENST00000638446.1	ME1	turquoise
81286	ENST00000638462.1	ME1	turquoise
81287	ENST00000638464.1	ME16	lightcyan
81289	ENST00000638482.1	ME1	turquoise
81291	ENST00000638502.1	ME3	brown
81292	ENST00000638504.1	ME1	turquoise
81293	ENST00000638506.1	ME2	blue
81294	ENST00000638508.1	ME1	turquoise
81296	ENST00000638516.1	ME2	blue
81297	ENST00000638517.1	ME1	turquoise
81299	ENST00000638567.1	ME1	turquoise
81300	ENST00000638572.2	ME1	turquoise
81301	ENST00000638578.1	ME1	turquoise
81302	ENST00000638579.1	ME2	blue
81304	ENST00000638589.1	ME2	blue
81305	ENST00000638591.1	ME1	turquoise
81306	ENST00000638592.2	ME1	turquoise
81309	ENST00000638618.1	ME2	blue
81310	ENST00000638626.1	ME1	turquoise
81312	ENST00000638631.1	ME1	turquoise
81313	ENST00000638632.1	ME2	blue
81314	ENST00000638636.2	ME2	blue
81315	ENST00000638638.1	ME1	turquoise
81316	ENST00000638641.1	ME3	brown
81317	ENST00000638642.1	ME1	turquoise
81320	ENST00000638664.1	ME1	turquoise
81322	ENST00000638681.1	ME1	turquoise
81324	ENST00000638689.1	ME1	turquoise
81326	ENST00000638704.2	ME4	yellow
81327	ENST00000638705.1	ME8	pink
81328	ENST00000638708.1	ME11	greenyellow
81329	ENST00000638724.3	ME2	blue
81330	ENST00000638725.1	ME1	turquoise
81331	ENST00000638738.1	ME2	blue
81332	ENST00000638749.2	ME3	brown
81333	ENST00000638752.1	ME2	blue
81334	ENST00000638764.1	ME3	brown
81338	ENST00000638782.1	ME1	turquoise
81339	ENST00000638785.1	ME1	turquoise
81340	ENST00000638790.1	ME1	turquoise
81342	ENST00000638799.1	ME1	turquoise
81344	ENST00000638807.2	ME3	brown
81348	ENST00000638827.1	ME1	turquoise
81349	ENST00000638828.1	ME1	turquoise
81350	ENST00000638836.1	ME8	pink
81351	ENST00000638837.1	ME3	brown
81353	ENST00000638843.1	ME1	turquoise
81354	ENST00000638858.1	ME1	turquoise
81357	ENST00000638889.1	ME1	turquoise
81358	ENST00000638890.2	ME4	yellow
81360	ENST00000638898.1	ME1	turquoise
81362	ENST00000638902.1	ME3	brown
81364	ENST00000638919.1	ME1	turquoise
81366	ENST00000638921.1	ME2	blue
81367	ENST00000638928.1	ME1	turquoise
81368	ENST00000638929.1	ME1	turquoise
81371	ENST00000638948.1	ME4	yellow
81372	ENST00000638952.1	ME5	green
81373	ENST00000638956.1	ME2	blue
81374	ENST00000638964.1	ME7	black
81375	ENST00000638967.1	ME1	turquoise
81377	ENST00000638980.1	ME1	turquoise
81378	ENST00000638985.1	ME1	turquoise
81379	ENST00000638988.1	ME2	blue
81380	ENST00000639007.1	ME2	blue
81381	ENST00000639008.2	ME3	brown
81385	ENST00000639052.2	ME3	brown
81386	ENST00000639055.1	ME20	royalblue
81388	ENST00000639070.1	ME1	turquoise
81389	ENST00000639074.1	ME2	blue
81394	ENST00000639096.1	ME4	yellow
81396	ENST00000639106.1	ME1	turquoise
81397	ENST00000639113.1	ME2	blue
81398	ENST00000639115.1	ME4	yellow
81399	ENST00000639120.1	ME2	blue
81400	ENST00000639121.1	ME2	blue
81401	ENST00000639128.1	ME1	turquoise
81402	ENST00000639137.1	ME3	brown
81404	ENST00000639141.2	ME5	green
81408	ENST00000639153.3	ME1	turquoise
81411	ENST00000639171.1	ME1	turquoise
81412	ENST00000639174.1	ME1	turquoise
81413	ENST00000639183.1	ME1	turquoise
81414	ENST00000639185.1	ME1	turquoise
81416	ENST00000639197.1	ME1	turquoise
81417	ENST00000639209.1	ME1	turquoise
81418	ENST00000639214.1	ME1	turquoise
81422	ENST00000639250.1	ME1	turquoise
81424	ENST00000639260.1	ME2	blue
81426	ENST00000639279.1	ME1	turquoise
81427	ENST00000639282.1	ME2	blue
81428	ENST00000639283.1	ME1	turquoise
81429	ENST00000639284.1	ME1	turquoise
81431	ENST00000639320.1	ME2	blue
81432	ENST00000639321.1	ME2	blue
81435	ENST00000639346.1	ME1	turquoise
81437	ENST00000639368.1	ME1	turquoise
